"usda_symbol","scientific_name","common_name","family","genus","usda_group"
"ARCTO10","Arctocetraria Karnefelt & A. Thell",,,"Arctocetraria","Lichen"
"ARDE11","Arnica dealbata (A. Gray) B.G. Baldw.","mock leopardbane",,"Arnica","Dicot"
"ARDI2","Arabis ×divaricarpa A. Nelson (pro sp.) [drummondii × holboellii]","spreadingpod rockcress",,"Arabis","Dicot"
"ARDI9","Arnoglossum diversifolium (Torr. & A. Gray) H. Rob.","variableleaf Indian plantain",,"Arnoglossum","Dicot"
"ARDIP","Aruncus dioicus (Walter) Fernald var. pubescens (Rydb.) Fernald","bride's feathers",,"Aruncus","Dicot"
"ARDR","Arabis drummondii A. Gray","Drummond's rockcress",,"Arabis","Dicot"
"ARDR4","Artemisia dracunculus L.","tarragon",,"Artemisia","Dicot"
"AREAA","Arenaria eastwoodiae Rydb. var. adenophora Kearney & Peebles","Eastwood's sandwort",,"Arenaria","Dicot"
"AREAE","Arenaria eastwoodiae Rydb. var. eastwoodiae ","Eastwood's sandwort",,"Arenaria","Dicot"
"ARELB","Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl var. bulbosum (Willd.) Spenner","tall oatgrass",,"Arrhenatherum","Monocot"
"ARFEF","Arabis fendleri (S. Watson) Greene var. fendleri ","Fendler's rockcress",,"Arabis","Dicot"
"ARFI","Ariocarpus fissuratus (Engelm.) K. Schum.","chautle livingrock",,"Ariocarpus","Dicot"
"ARFI2","Artemisia filifolia Torr.","sand sagebrush",,"Artemisia","Dicot"
"ARFL","Aristida floridana (Chapm.) Vasey","Key West threeawn",,"Aristida","Monocot"
"ARFO7","Argyranthemum foeniculum (Willd.) Sch. Bip.","dill daisy",,"Argyranthemum","Dicot"
"ARFR2","Arnica frigida C.A. Mey. ex Iljin","snow arnica",,"Arnica","Dicot"
"ARFR3","Artemisia franserioides Greene","ragweed sagebrush",,"Artemisia","Dicot"
"ARFRF3","Arnica frigida C.A. Mey. ex Iljin ssp. frigida ","snow arnica",,"Arnica","Dicot"
"ARGA4","Arctostaphylos gabrielensis P.V. Wells","San Gabriel manzanita",,"Arctostaphylos","Dicot"
"ARGL11","Ardisia glauciflora Urb.","ausubon",,"Ardisia","Dicot"
"ARGLA2","Arctostaphylos glandulosa Eastw. ssp. adamsii (Munz) Munz","Adams' manzanita",,"Arctostaphylos","Dicot"
"ARGYR4","×Argyrautia Sherff","arhyrautia",,,"Dicot"
"ARHI","Arabis hirsuta (L.) Scop.","hairy rockcress",,"Arabis","Dicot"
"ARHI10","Arundinella hispida (Humb. & Bonpl. ex Willd.) Kuntze","rabo de gato",,"Arundinella","Monocot"
"ARHOM","Arctostaphylos hookeri G. Don ssp. montana (Eastw.) P.V. Wells","Mt. Tamalpais manzanita",,"Arctostaphylos","Dicot"
"ARHOR","Arabis holboellii Hornem. var. retrofracta (Graham) Rydb.","second rockcress",,"Arabis","Dicot"
"ARIL2","Arthonia ilicina Taylor",,,"Arthonia","Lichen"
"ARLA8","Arnica latifolia Bong.","broadleaf arnica",,"Arnica","Dicot"
"ARLA9","Artemisia laciniata Willd.","Siberian wormwood",,"Artemisia","Dicot"
"ARLAL2","Arenaria lanuginosa (Michx.) Rohrb. ssp. lanuginosa ","spreading sandwort",,"Arenaria","Dicot"
"ARLAL6","Arctagrostis latifolia (R. Br.) Griseb. ssp. latifolia ","wideleaf polargrass",,"Arctagrostis","Monocot"
"ARLED2","Arabis lemmonii S. Watson var. drepanoloba (Greene) Rollins","soldier rockcress",,"Arabis","Dicot"
"ARLOL","Arnica lonchophylla Greene ssp. lonchophylla ","longleaf arnica",,"Arnica","Dicot"
"ARLUL2","Artemisia ludoviciana Nutt. ssp. ludoviciana ","white sagebrush",,"Artemisia","Dicot"
"ARLY","Arabis lyallii S. Watson","Lyall's rockcress",,"Arabis","Dicot"
"ARMA23","Arthopyrenia malaccitula (Nyl.) Zahlbr.","shell lichen",,"Arthopyrenia","Lichen"
"ARMAE3","Armeria maritima (Mill.) Willd. ssp. elongata (Hoffm.) Bonnier",,,"Armeria","Dicot"
"ARMAG","Arctostaphylos manzanita Parry ssp. glaucescens P.V. Wells","whiteleaf manzanita",,"Arctostaphylos","Dicot"
"ARMAS","Armeria maritima (Mill.) Willd. ssp. sibirica (Turcz. ex Boiss.) Nyman","Siberian sea thrift",,"Armeria","Dicot"
"ARME8","Arctostaphylos mendocinoensis P.V. Wells","pygmy manzanita",,"Arctostaphylos","Dicot"
"ARMI3","Arnoseris minima (L.) Schweigg. & Körte","lamb succory",,"Arnoseris","Dicot"
"ARMY","Arctostaphylos myrtifolia Parry","Ione manzanita",,"Arctostaphylos","Dicot"
"ARNE2","Argythamnia neomexicana Müll. Arg.","New Mexico silverbush",,"Argythamnia","Dicot"
"ARNO2","Arctium ×nothum (Ruhmer) J. Weiss [Arctium lappa × A. minus]","burrdock",,"Arctium","Dicot"
"ARNO3","Arenaria norvegica Gunnerus",,,"Arenaria","Dicot"
"ARNO6","Arctostaphylos nortensis P.V. Wells","Del Norte manzanita",,"Arctostaphylos","Dicot"
"ARNU","Arabis nuttallii B.L. Rob.","Nuttall's rockcress",,"Arabis","Dicot"
"ARNU3","Arctostaphylos nummularia A. Gray","glossyleaf manzanita",,"Arctostaphylos","Dicot"
"AROH2","Arctostaphylos ohloneana M.C. Vasey & V.T. Parker","Ohlone manzanita",,"Arctostaphylos","Dicot"
"ARONI2","Aronia Medik.",,,"Aronia","Dicot"
"AROV3","Arnica ovata Greene","sticky leaf arnica",,"Arnica","Dicot"
"ARPA11","Aristida patula Chapm. ex Nash","tall threeawn",,"Aristida","Monocot"
"ARPA6","Arctostaphylos patula Greene","greenleaf manzanita",,"Arctostaphylos","Dicot"
"ARPLP","Argemone pleiacantha Greene ssp. pinnatisecta G.B. Ownbey","southwestern pricklypoppy",,"Argemone","Dicot"
"ARPR12","Arthonia pruinata (Pers.) A.L. Sm.",,,"Arthonia","Lichen"
"ARPR2","Aronia ×prunifolia (Marshall) Rehder, (pro sp.) [arbutifolia × melanocarpa]","purple chokeberry",,"Aronia","Dicot"
"ARPU","Arabis puberula Nutt.","silver rockcress",,"Arabis","Dicot"
"ARPU9","Aristida purpurea Nutt.","purple threeawn",,"Aristida","Monocot"
"ARPY8","Arundinaria pygmaea (Miq.) Asch. & Graebn.","pygmy bamboo",,"Arundinaria","Monocot"
"ARRE8","Arctostaphylos ×repens (J.T. Howell) P.V. Wells [glandulosa × virgata]","PMC manzanita",,"Arctostaphylos","Dicot"
"ARRER2","Arabis rectissima Greene var. rectissima ","bristlyleaf rockcress",,"Arabis","Dicot"
"ARRHE","Arrhenatherum P. Beauv.","oatgrass",,"Arrhenatherum","Monocot"
"ARRI","Arabis rigidissima Rollins","Trinity Mountain rockcress",,"Arabis","Dicot"
"ARRU4","Armoracia rusticana G. Gaertn., B. Mey. & Scherb.","horseradish",,"Armoracia","Dicot"
"ARSE16","Arthonia sexlocularis Zahlbr.","dot lichen",,"Arthonia","Lichen"
"ARSE3","Aristolochia serpentaria L.","Virginia snakeroot",,"Aristolochia","Dicot"
"ARSI2","Argythamnia simulans J.W. Ingram","plateau silverbush",,"Argythamnia","Dicot"
"ARSI5","Argusia sibirica (L.) Dandy","Siberian sea rosemary",,"Argusia","Dicot"
"ARSP11","Arthothelium spectabile A. Massal.","arthothelium lichen",,"Arthothelium","Lichen"
"ARSP13","Arisaema speciosum (Wall.) Mart.","cobralily",,"Arisaema","Monocot"
"ARSQG","Argemone squarrosa Greene ssp. glabrata G.B. Ownbey","hedgehog pricklypoppy",,"Argemone","Dicot"
"ARTE11","Arthonia tetramera (Stizenb.) Hasse","dot lichen",,"Arthonia","Lichen"
"ARTE4","Arundinaria tecta (Walter) Muhl.","switchcane",,"Arundinaria","Monocot"
"ARTI2","Arabis tiehmii Rollins","Carson Range rockcress",,"Arabis","Dicot"
"ARTIE","Artemisia tilesii Ledeb. ssp. elatior (Torr. & A. Gray) Hultén","Tilesius' wormwood",,"Artemisia","Dicot"
"ARTRS","Arisaema triphyllum (L.) Schott ssp. stewardsonii (Britton) Huttleston","Jack in the pulpit",,"Arisaema","Monocot"
"ARTRT","Artemisia tridentata Nutt. ssp. tridentata ","basin big sagebrush",,"Artemisia","Dicot"
"ARTRT2","Artemisia tripartita Rydb. ssp. tripartita ","threetip sagebrush",,"Artemisia","Dicot"
"ARUM2","Arum L.","arum",,"Arum","Monocot"
"ARUN7","Armeria undulata (Bory & Chaub.) Boiss.",,,"Armeria","Dicot"
"ARVE","Arnica venosa H.M. Hall","Shasta County arnica",,"Arnica","Dicot"
"ARWI","Arabis williamsii Rollins","Wind River rockcress",,"Arabis","Dicot"
"ARWR2","Aristolochia wrightii Seem.","Wright's dutchman's pipe",,"Aristolochia","Dicot"
"ASACH","Astragalus accidens S. Watson var. hendersonii M.E. Jones","Henderson's milkvetch",,"Astragalus","Dicot"
"ASAD2","Astragalus adanus A. Nelson","Boise milkvetch",,"Astragalus","Dicot"
"ASAE2","Asplenium aethiopicum (N.L. Burm.) Bech.","Egyptian spleenwort",,"Asplenium","Fern"
"ASAHI2","Asahinea W.L. Culb. & C.F. Culb.","asahinea lichen",,"Asahinea","Lichen"
"ASAL10","Asplenium ×alternifolium Wulfen (pro sp.) [septentrionale × trichomanes]","spleenwort",,"Asplenium","Fern"
"ASALA12","Aster alpinus L. var. alpinus ","alpine aster",,"Aster","Dicot"
"ASALV","Aster alpinus L. var. vierhapperi (Onno) Cronquist","Vierhapper's aster",,"Aster","Dicot"
"ASAM10","Aspicilia americana de Lesd.","American aspicilia",,"Aspicilia","Lichen"
"ASAS4","Asparagus asparagoides (L.) Druce","African asparagus fern",,"Asparagus","Monocot"
"ASAT6","Astragalus atropilosulus (Hochst.) Bunge",,,"Astragalus","Dicot"
"ASAU4","Astragalus australis (L.) Lam.","Indian milkvetch",,"Astragalus","Dicot"
"ASBE3","Astragalus beckwithii Torr. & A. Gray","Beckwith's milkvetch",,"Astragalus","Dicot"
"ASBIB","Astragalus bisulcatus (Hook.) A. Gray var. bisulcatus ","twogrooved milkvetch",,"Astragalus","Dicot"
"ASBIM","Astragalus bisulcatus (Hook.) A. Gray var. major (M.E. Jones) S.L. Welsh","twogrooved milkvetch",,"Astragalus","Dicot"
"ASBLA","Ascidiota blepharophylla C. Massal. ssp. alaskana Steere & R.M. Schust.",,,"Ascidiota","Liverwort"
"ASCA10","Astragalus camptopus Barneby","Bruneau milkvetch",,"Astragalus","Dicot"
"ASCAC6","Astragalus canadensis L. var. canadensis ","Canadian milkvetch",,"Astragalus","Dicot"
"ASCAS","Astragalus calycosus Torr. ex S. Watson var. scaposus (A. Gray) M.E. Jones","Torrey's milkvetch",,"Astragalus","Dicot"
"ASCEF","Astragalus ceramicus Sheldon var. filifolius (A. Gray) F.J. Herm.","painted milkvetch",,"Astragalus","Dicot"
"ASCO35","Asplenium corderoanum Proctor","Rio Abajo spleenwort",,"Asplenium","Fern"
"ASCRC","Astragalus crassicarpus Nutt. var. cavus Barneby","groundplum milkvetch",,"Astragalus","Dicot"
"ASCU8","Asclepias curtissii A. Gray","Curtiss' milkweed",,"Asclepias","Dicot"
"ASDID2","Astragalus didymocarpus Hook. & Arn. var. didymocarpus ","dwarf white milkvetch",,"Astragalus","Dicot"
"ASEL10","Aspicilia elevata (Lynge) J.W. Thomson","rimmed lichen",,"Aspicilia","Lichen"
"ASEM","Asclepias emoryi (Greene) Vail","Emory's milkweed",,"Asclepias","Dicot"
"ASER","Asclepias eriocarpa Benth.","woollypod milkweed",,"Asclepias","Dicot"
"ASER4","Astragalus eremiticus Sheldon","hermit milkvetch",,"Astragalus","Dicot"
"ASER9","Asplenium erosum L.","eared spleenwort",,"Asplenium","Fern"
"ASFE4","Asclepias feayi Chapm. ex A. Gray","Florida milkweed",,"Asclepias","Dicot"
"ASFLF","Astragalus flexuosus Douglas ex G. Don var. flexuosus ","flexile milkvetch",,"Astragalus","Dicot"
"ASGI","Astragalus gibbsii Kellogg","Gibbs' milkvetch",,"Astragalus","Dicot"
"ASGR17","Astripomoea grantii (Rendle) Verdc.",,,"Astripomoea","Dicot"
"ASHE9","Aspicilia heteroplaca (Zahlbr.) Oksner","rimmed lichen",,"Aspicilia","Lichen"
"ASHI","Asclepias hirtella (Pennell) Woodson","green milkweed",,"Asclepias","Dicot"
"ASHO4","Asplenium horridum Kaulf.","lacy spleenwort",,"Asplenium","Fern"
"ASIN10","Asplenium ×inexpectatum (E.L. Braun ex Friesner) Morton [rhizophyllum × ruta-muraria]","spleenwort",,"Asplenium","Fern"
"ASIN20","Astragalus inflatus DC.",,,"Astragalus","Dicot"
"ASIN7","Astragalus inversus M.E. Jones","Susanville milkvetch",,"Astragalus","Dicot"
"ASIO","Astragalus iodanthus S. Watson","Humboldt River milkvetch",,"Astragalus","Dicot"
"ASJE2","Astragalus jejunus S. Watson","starveling milkvetch",,"Astragalus","Dicot"
"ASKEK","Astragalus kentrophyta A. Gray var. kentrophyta ","spiny milkvetch",,"Astragalus","Dicot"
"ASLAR","Astragalus laxmannii Jacq. var. robustior (Hook.) Barneby & S.L. Welsh","prairie milkvetch",,"Astragalus","Dicot"
"ASLE8","Astragalus lentiginosus Douglas ex Hook.","freckled milkvetch",,"Astragalus","Dicot"
"ASLEK","Astragalus lentiginosus Douglas ex Hook. var. kennedyi (Rydb.) Barneby","Kennedy's milkvetch",,"Astragalus","Dicot"
"ASLES3","Astragalus lentiginosus Douglas ex Hook. var. semotus Jeps.","freckled milkvetch",,"Astragalus","Dicot"
"ASLIL2","Astragalus limnocharis Barneby var. limnocharis ","Cedar Breaks milkvetch",,"Astragalus","Dicot"
"ASLO3","Astragalus lonchocarpus Torr.","rushy milkvetch",,"Astragalus","Dicot"
"ASLU5","Astomum ludovicianum (Sull.) Sull.","astomum moss",,"Astomum","Moss"
"ASLU7","Astragalus lurorum Bornm.",,,"Astragalus","Dicot"
"ASMA18","Aspicilia mashiginensis (Zahlbr.) Oksner","rimmed lichen",,"Aspicilia","Lichen"
"ASMA27","Aspicilia mastrucata (Wahlenb.) Th. Fr.",,,"Aspicilia","Lichen"
"ASMA4","Astragalus magdalenae Greene","satiny milkvetch",,"Astragalus","Dicot"
"ASMIM4","Astragalus miser Douglas ex Hook. var. miser ","timber milkvetch",,"Astragalus","Dicot"
"ASMOM5","Astragalus mollissimus Torr. var. mollissimus ","woolly locoweed",,"Astragalus","Dicot"
"ASNEE","Astragalus newberryi A. Gray var. escalantinus Barneby","Escalante milkvetch",,"Astragalus","Dicot"
"ASNU4","Astragalus nuttallianus DC.","smallflowered milkvetch",,"Astragalus","Dicot"
"ASNU7","Astragalus nutriosensis S.C. Sand.","Apache milkvetch",,"Astragalus","Dicot"
"ASOB","Asclepias obovata Elliott","pineland milkweed",,"Asclepias","Dicot"
"ASOO","Astragalus oocalycis M.E. Jones","Arboles milkvetch",,"Astragalus","Dicot"
"ASPAR","Asparagus L.","asparagus",,"Asparagus","Monocot"
"ASPE14","Aspicilia pergibbosa (H. Magn.) Rasanen","rimmed lichen",,"Aspicilia","Lichen"
"ASPER","Asperugo L.","German-madwort",,"Asperugo","Dicot"
"ASPH2","Asclepias physocarpa (E. Mey.) Schltr.","balloonplant",,"Asclepias","Dicot"
"ASPIC2","Aspicilia A. Massal.","rimmed lichen",,"Aspicilia","Lichen"
"ASPL8","Astragalus pleianthus (Shinners) Isely","Edwards Plateau milkvetch",,"Astragalus","Dicot"
"ASPLP","Asplenium platyneuron (L.) Britton, Sterns & Poggenb. var. platyneuron ","ebony spleenwort",,"Asplenium","Fern"
"ASPUL","Astragalus purshii Douglas ex Hook. var. lagopinus (Rydb.) Barneby","woollypod milkvetch",,"Astragalus","Dicot"
"ASPUP5","Astragalus pulsiferae A. Gray var. pulsiferae ","Ames' milkvetch",,"Astragalus","Dicot"
"ASPUP6","Astragalus puniceus Osterh. var. puniceus ","Trinidad milkvetch",,"Astragalus","Dicot"
"ASRA3","Astragalus rafaelensis M.E. Jones","San Rafael milkvetch",,"Astragalus","Dicot"
"ASRE5","Astragalus reventus A. Gray","Blue Mountain milkvetch",,"Astragalus","Dicot"
"ASRI2","Astragalus ripleyi Barneby","Ripley's milkvetch",,"Astragalus","Dicot"
"ASSA5","Astragalus saurinus Barneby","Dinosaur milkvetch",,"Astragalus","Dicot"
"ASSCA","Asplenium scolopendrium L. var. americanum (Fernald) Kartesz & Gandhi","Hart's tonguefern",,"Asplenium","Fern"
"ASSE5","Astragalus sericoleucus A. Gray","silky milkvetch",,"Astragalus","Dicot"
"ASSI3","Astragalus siliceus Barneby","Flint Mountain milkvetch",,"Astragalus","Dicot"
"ASSIM2","Astrolepis sinuata (Lag. ex Sw.) Benham & Windham ssp. mexicana Benham","Mexican scaly cloakfern",,"Astrolepis","Fern"
"ASSIS","Astrolepis sinuata (Lag. ex Sw.) Benham & Windham ssp. sinuata ","wavy scaly cloakfern",,"Astrolepis","Fern"
"ASST","Asclepias stenophylla A. Gray","slimleaf milkweed",,"Asclepias","Dicot"
"ASST5","Astragalus straturensis M.E. Jones","Pine Valley milkvetch",,"Astragalus","Dicot"
"ASSU2","Asclepias subverticillata (A. Gray) Vail","horsetail milkweed",,"Asclepias","Dicot"
"ASSU22","Aspicilia subradians (Nyl.) Hue","rimmed lichen",,"Aspicilia","Lichen"
"ASSU28","Astragalus subumbellatus Klotzsch",,,"Astragalus","Dicot"
"ASSY","Asclepias syriaca L.","common milkweed",,"Asclepias","Dicot"
"ASTA","Aster tataricus L. f.","Tatarian aster",,"Aster","Dicot"
"ASTE20","Asterella tenella (L.) P. Beauv.",,,"Asterella","Liverwort"
"ASTE5","Astragalus tenellus Pursh","looseflower milkvetch",,"Astragalus","Dicot"
"ASTEC","Astragalus tephrodes A. Gray var. chloridae (M.E. Jones) Barneby","ashen milkvetch",,"Astragalus","Dicot"
"ASTER4","Asterella P. Beauv., nom. cons.",,,"Asterella","Liverwort"
"ASTR10","Asplenium trichomanes-ramosum L.","brightgreen spleenwort",,"Asplenium","Fern"
"ASTRL","Astragalus trichopodus (Nutt.) A. Gray var. lonchus (M.E. Jones) Barneby","Santa Barbara milkvetch",,"Astragalus","Dicot"
"ASTY","Astragalus tyghensis M. Peck","Tygh Valley milkvetch",,"Astragalus","Dicot"
"ASUN3","Astragalus uncialis Barneby","currant milkvetch",,"Astragalus","Dicot"
"ASVA4","Asplenium varians Wall. ex Hook. & Grev.","variable spleenwort",,"Asplenium","Fern"
"ASWI2","Astragalus wingatanus S. Watson","Fort Wingate milkvetch",,"Astragalus","Dicot"
"ATACA","Atriplex acanthocarpa (Torr.) S. Watson ssp. acanthocarpa ","tubercled saltbush",,"Atriplex","Dicot"
"ATAL6","Atrichum altecristatum (Renauld & Cardot) Smyth & Smyth","atrichum moss",,"Atrichum","Moss"
"ATAT2","Atriplex atacamensis Phil.","cachiyuyo",,"Atriplex","Dicot"
"ATCUC","Atriplex cuneata A. Nelson ssp. cuneata ","valley saltbush",,"Atriplex","Dicot"
"ATCUI","Atriplex cuneata A. Nelson ssp. introgressa C.A. Hanson","valley saltbush",,"Atriplex","Dicot"
"ATER","Atriplex erecticaulis Stutz, G.L. Chu & S.C. Sand.","erectstem saltbush",,"Atriplex","Dicot"
"ATFIC","Athyrium filix-femina (L.) Roth ssp. cyclosorum (Rupr.) C. Chr.","subarctic ladyfern",,"Athyrium","Fern"
"ATHI","Atriplex hillmanii (M.E. Jones) Standl.","Hillman's silverscale",,"Atriplex","Dicot"
"ATHO2","Atriplex holocarpa F. Muell.","pop saltbush",,"Atriplex","Dicot"
"ATMA8","Atriplex maximowicziana Makino","Maximowicz's saltbush",,"Atriplex","Dicot"
"ATOB","Atriplex obovata Moq.","mound saltbush",,"Atriplex","Dicot"
"ATPA4","Atriplex patula L.","spear saltbush",,"Atriplex","Dicot"
"ATPH","Atriplex phyllostegia (Torr. ex S. Watson) S. Watson","leafcover saltweed",,"Atriplex","Dicot"
"ATPO","Atriplex polycarpa (Torr.) S. Watson","cattle saltbush",,"Atriplex","Dicot"
"ATPU","Athysanus pusillus (Hook.) Greene","common sandweed",,"Athysanus","Dicot"
"ATSA","Atriplex saccaria S. Watson","sack saltbush",,"Atriplex","Dicot"
"ATSU5","Atriplex subtilis Stutz & G.L. Chu","deltoid-bract saltbush",,"Atriplex","Dicot"
"ATTR3","Atriplex tridentata Kuntze","basin saltbush",,"Atriplex","Dicot"
"AUFLF","Aureolaria flava (L.) Farw. var. flava ","smooth yellow false foxglove",,"Aureolaria","Dicot"
"AUGR","Aureolaria grandiflora (Benth.) Pennell","largeflower yellow false foxglove",,"Aureolaria","Dicot"
"AUGRC","Aureolaria grandiflora (Benth.) Pennell var. cinerea Pennell","largeflower yellow false foxglove",,"Aureolaria","Dicot"
"AUHE","Aulacomnium heterostichum (Hedw.) Bruch & Schimp.","aulacomnium moss",,"Aulacomnium","Moss"
"AUPE","Aureolaria pectinata (Nutt.) Pennell","combleaf yellow false foxglove",,"Aureolaria","Dicot"
"AUPEA","Aureolaria pedicularia (L.) Raf. var. ambigens (Fernald) Farw.","fernleaf yellow false foxglove",,"Aureolaria","Dicot"
"AVAF","Avicennia africana P. Beauv.","black mangrove",,"Avicennia","Dicot"
"AXFU","Axonopus furcatus (Flueggé) Hitchc.","big carpetgrass",,"Axonopus","Monocot"
"AXMI","Axonopus micay Garcia-Barr.","pasto micael",,"Axonopus","Monocot"
"AXSI","Axonopus siccus (Nees) Kuhlm.",,,"Axonopus","Monocot"
"AXSU2","Axonopus suffultus (J.C. Mikan ex Trin.) Parodi","carpet grass",,"Axonopus","Monocot"
"AYMI","Ayenia microphylla A. Gray","dense ayenia",,"Ayenia","Dicot"
"BAABD","Bahia absinthifolia Benth. var. dealbata (A. Gray) A. Gray","hoary bahia",,"Bahia","Dicot"
"BAALM","Baptisia alba (L.) Vent. var. macrophylla (Larisey) Isely","largeleaf wild indigo",,"Baptisia","Dicot"
"BAAM2","Bazzania ambigua (Lindenb.) Trevis.",,,"Bazzania","Liverwort"
"BAAM4","Bassia americana (S. Watson) A.J. Scott","green molly",,"Bassia","Dicot"
"BAAN","Baccharis angustifolia Michx.","saltwater false willow",,"Baccharis","Dicot"
"BAAUA2","Baptisia australis (L.) R. Br. var. aberrans (Larisey) M. Mendenhall","blue wild indigo",,"Baptisia","Dicot"
"BABU","Baptisia ×bushii Small (pro sp.) [bracteata × sphaerocarpa]","wild indigo",,"Baptisia","Dicot"
"BACA11","Barbilophozia cavifolia (H. Buch & S.W. Arnell) Stotler & Stotl.-Crand.",,,"Barbilophozia","Liverwort"
"BACA12","Banisteriopsis caapi (Spruce ex Griseb.) Morton","ayahuasca",,"Banisteriopsis","Dicot"
"BACCH","Baccharis L.","baccharis",,"Baccharis","Dicot"
"BACI3","Bacidia circumspecta (Nyl. ex Vain.) Malme","circumspect dotted lichen",,"Bacidia","Lichen"
"BACOC","Barbula convoluta Hedw. var. convoluta ","convoluted barbula moss",,"Barbula","Moss"
"BAEG5","Bacidina egenuloidea (Fink) S. Ekman",,,"Bacidina","Lichen"
"BAFR4","Baeckea frutescens L.","baeckea",,"Baeckea","Dicot"
"BAHA3","Barbilophozia hatcheri (A. Evans) Loeske",,,"Barbilophozia","Liverwort"
"BAHIA","Bahia Lag.","bahia",,"Bahia","Dicot"
"BAIR","Bassia iranica (Bornm.) Bornm. [excluded]",,,"Bassia","Dicot"
"BAKI","Bacidia kingmanii Hasse","Kingman's dotted lichen",,"Bacidia","Lichen"
"BALAL2","Bacidia laurocerasi (Delise ex Duby) Zahlbr. ssp. laurocerasi ",,,"Bacidia","Lichen"
"BAMA14","Bathelium madreporiforme (Eschw.) Trevis.",,,"Bathelium","Lichen"
"BAMAM","Balsamorhiza macrolepis Sharp var. macrolepis ","California balsamroot",,"Balsamorhiza","Dicot"
"BAME","Baptisia megacarpa Chapm. ex Torr. & A. Gray","Apalachicola wild indigo",,"Baptisia","Dicot"
"BAMI3","Baptisia ×microphylla Nutt. (pro sp.) [perfoliata × tinctoria]","wild indigo",,"Baptisia","Dicot"
