scientific_name,source
Elophila gyralis,GBIF
Elophila icciusalis,GBIF
Elophila nebulosalis,GBIF
Elophila obliteralis,GBIF
Elophila occidentalis,GBIF
Elophila tinealis,GBIF
Elousa albicans,GBIF
Elousa fraterna,GBIF
Elousa mima,GBIF
Elpiste marcescaria,GBIF
Elymiotis notodontoides,GBIF
Emarginea dulcinea,GBIF
Emarginea pallida,GBIF
Emarginea percara,GBIF
Emariannia cucullidea,GBIF
Emberiza aureola,eBird
Emberiza chrysophrys,eBird
Emberiza citrinella,eBird
Emberiza elegans,eBird
Emberiza leucocephalos,eBird
Emberiza pallasi,eBird
Emberiza pusilla,eBird
Emberiza rustica,eBird
Emberiza schoeniclus,eBird
Emberiza variabilis,eBird
Emblema ruficauda,eBird
Embola ionis,GBIF
Emesis ares,GBIF
Emesis emesia,GBIF
Emesis muticum,GBIF
Emesis rawsoni,GBIF
Emesis wrighti,GBIF
Emesis zela,GBIF
Empidonax affinis,eBird
Empidonax alnorum,eBird
Empidonax difficilis,eBird
Empidonax flaviventris,eBird
Empidonax fulvifrons,eBird
Empidonax hammondii,eBird
Empidonax minimus,eBird
Empidonax oberholseri,eBird
Empidonax traillii,eBird
Empidonax virescens,eBird
Empidonax wrightii,eBird
Empidonomus aurantioatrocristatus,eBird
Empidonomus varius,eBird
Empyreuma affinis,GBIF
Empyreuma pugione,GBIF
Enargia fausta,GBIF
Enarmonia formosana,GBIF
Enchoria herbicolata,GBIF
Enchoria lacteata,GBIF
Enchoria osculata,GBIF
Enchrysa dissectella,GBIF
Endothenia conditana,GBIF
Endothenia heinrichi,GBIF
Endothenia melanosticta,GBIF
Endothenia microptera,GBIF
Endothenia montanana,GBIF
Endothenia nubilana,GBIF
Endothenia quadrimaculana,GBIF
Endothenia rubipunctana,GBIF
Enigmogramma antillea,GBIF
Enigmogramma basigera,GBIF
Ennomos alniaria,GBIF
Enodia creola,GBIF
Enodia portlandia,GBIF
Entephria bradorata,GBIF
Entephria inventaraia,GBIF
Entephria lagganata,GBIF
Entephria multivagata,GBIF
Entephria polata,GBIF
Entephria separata,GBIF
Entephria takuata,GBIF
Enteucha basidactyla,GBIF
Enteucha gilvafascia,GBIF
Enyo ocypete,GBIF
Enypia coolidgi,GBIF
Enypia griseata,GBIF
Enypia packardata,GBIF
Enypia venata,GBIF
Eolophus roseicapilla,eBird
Eoparargyractis floridalis,GBIF
Eoparargyractis irroratalis,GBIF
Eoreuma callista,GBIF
Eoreuma crawfordi,GBIF
Eoreuma densellus,GBIF
Eoreuma loftini,GBIF
Eoreuma multipunctellus,GBIF
Epargyreus exadeus,GBIF
Epargyreus zestos,GBIF
Epeoloides pilosulus,GBIF
Epeolus ainsliei,GBIF
Epeolus americanus,GBIF
Epeolus andriyi,GBIF
Epeolus asperatus,GBIF
Epeolus australis,GBIF
Epeolus autumnalis,GBIF
Epeolus axillaris,GBIF
Epeolus barberiellus,GBIF
Epeolus basili,GBIF
Epeolus bifasciatus,GBIF
Epeolus brumleyi,GBIF
Epeolus canadensis,GBIF
Epeolus carolinus,GBIF
Epeolus chamaesarachae,GBIF
Epeolus compactus,GBIF
Epeolus deyrupi,GBIF
Epeolus emiliae,GBIF
Epeolus erigeronis,GBIF
Epeolus ferrarii,GBIF
Epeolus floridensis,GBIF
Epeolus glabratus,GBIF
Epeolus howardi,GBIF
Epeolus ilicis,GBIF
Epeolus inornatus,GBIF
Epeolus interruptus,GBIF
Epeolus lectoides,GBIF
Epeolus lectus,GBIF
Epeolus mesillae,GBIF
Epeolus minimus,GBIF
Epeolus nebulosus,GBIF
Epeolus novomexicanus,GBIF
Epeolus olympiellus,GBIF
Epeolus packeri,GBIF
Epeolus pusillus,GBIF
Epeolus rufulus,GBIF
Epeolus scutellaris,GBIF
Epeolus splendidus,GBIF
Epeolus tessieris,GBIF
Epeolus zonatus,GBIF
Epermenia californica,GBIF
Epermenia cicutaella,GBIF
Epermenia imperialella,GBIF
Epermenia pimpinella,GBIF
Epermenia stolidota,GBIF
Ephestia columbiella,GBIF
Ephestia elutella,GBIF
Ephestia kuehniella,GBIF
Ephestiodes erythrella,GBIF
Ephestiodes gilvescentella,GBIF
Ephestiodes griseus,GBIF
Ephestiodes infimella,GBIF
Ephestiodes mignonella,GBIF
Ephestiodes monticolus,GBIF
Ephippiorhynchus asiaticus,eBird
Ephyriades brunnea,GBIF
Ephyrodes cacata,GBIF
Epiblema abruptana,GBIF
Epiblema arizonana,GBIF
Epiblema benignatum,GBIF
Epiblema boxcana,GBIF
Epiblema brightonana,GBIF
Epiblema chromata,GBIF
Epiblema deflexana,GBIF
Epiblema deverrae,GBIF
Epiblema discretivana,GBIF
Epiblema dorsisuffusana,GBIF
Epiblema exacerbatricana,GBIF
Epiblema fulminana,GBIF
Epiblema gibsoni,GBIF
Epiblema glenni,GBIF
Epiblema grossbecki,GBIF
Epiblema infelix,GBIF
Epiblema iowana,GBIF
Epiblema luctuosissima,GBIF
Epiblema mandana,GBIF
Epiblema numerosana,GBIF
Epiblema periculosana,GBIF
Epiblema praesumptiosa,GBIF
Epiblema radicana,GBIF
Epiblema rudei,GBIF
Epiblema separationis,GBIF
Epiblema simploniana,GBIF
Epiblema sosana,GBIF
Epiblema strenuana,GBIF
Epiblema tandana,GBIF
Epiblema walsinghami,GBIF
Epicallia villica,GBIF
Epicallima argenticinctella,GBIF
Epicorsia oedipodalis,GBIF
Epidemas cinerea,GBIF
Epidemas obscura,GBIF
Epidemia dorcas,GBIF
Epidromia pannosa,GBIF
Epidromia rotundata,GBIF
Epilechia catalinella,GBIF
Epimartyria auricrinella,GBIF
Epimartyria bimaculella,GBIF
Epimartyria pardella,GBIF
Epimecis detexta,GBIF
Epimecis matronaria,GBIF
Epina alleni,GBIF
Epina dichromella,GBIF
Epinotia abbreviana,GBIF
Epinotia albangulana,GBIF
Epinotia albicapitana,GBIF
Epinotia arctostaphylana,GBIF
Epinotia bigemina,GBIF
Epinotia castaneana,GBIF
Epinotia celtisana,GBIF
Epinotia cercocarpana,GBIF
Epinotia cinereana,GBIF
Epinotia columbia,GBIF
Epinotia corylana,GBIF
Epinotia digitana,GBIF
Epinotia emarginana,GBIF
Epinotia ephemerana,GBIF
Epinotia fumoviridana,GBIF
Epinotia hopkinsana,GBIF
Epinotia huroniensis,GBIF
Epinotia infuscana,GBIF
Epinotia johnsonana,GBIF
Epinotia kasloana,GBIF
Epinotia lomonana,GBIF
Epinotia madderana,GBIF
Epinotia medioviridana,GBIF
Epinotia mercuriana,GBIF
Epinotia miscana,GBIF
Epinotia myricana,GBIF
Epinotia nanana,GBIF
Epinotia nigralbana,GBIF
Epinotia nigralbanoidana,GBIF
Epinotia nonana,GBIF
Epinotia normanana,GBIF
Epinotia pulsatillana,GBIF
Epinotia purpuriciliana,GBIF
Epinotia radicana,GBIF
Epinotia removana,GBIF
Epinotia sagittana,GBIF
Epinotia seorsa,GBIF
Epinotia signiferana,GBIF
Epinotia silvertoniensis,GBIF
Epinotia sotipena,GBIF
Epinotia subviridis,GBIF
Epinotia terracoctana,GBIF
Epinotia trigonella,GBIF
Epinotia tsugana,GBIF
Epinotia vagana,GBIF
Epinotia wrighti,GBIF
Epinotia xandana,GBIF
Epipagis adipaloides,GBIF
Epipagis disparilis,GBIF
Epipagis fenestralis,GBIF
Epipagis forsythae,GBIF
Epipagis huronalis,GBIF
Epiperola perornata,GBIF
Epiphile adrasta,GBIF
Epiphyas postvittana,GBIF
Epiplema incendiata,GBIF
Epirrhoe hastulata,GBIF
Epirrhoe medeifascia,GBIF
Epirrhoe plebeculata,GBIF
Epirrhoe sperryi,GBIF
Epirrhoe supergressa,GBIF
Epirrita undulata,GBIF
Episemasia cervinaria,GBIF
Episemasia solitaria,GBIF
Episimus augmentana,GBIF
Episimus kimballi,GBIF
Episimus lagunculariae,GBIF
Episimus transferrana,GBIF
Episimus unguiculus,GBIF
Epitausa coppryi,GBIF
Epitausa prona,GBIF
Eralea albalineella,GBIF
Erannis vancouverensis,GBIF
Erastria decrepitaria,GBIF
Erastria viridirufaria,GBIF
Erebia disa,GBIF
Erebia discoidalis,GBIF
Erebia epipsodea,GBIF
Erebia fasciata,GBIF
Erebia fletcheri,GBIF
Erebia lafontainei,GBIF
Erebia mackinleyensis,GBIF
Erebia magdalena,GBIF
Erebia occulta,GBIF
Erebia pawloskii,GBIF
Erebia pawlowskyi,GBIF
Erebia rossii,GBIF
Erebia tyndarus,GBIF
Erebia vidleri,GBIF
Erebia youngi,GBIF
Erechthias flavistriata,GBIF
Erechthias minuscula,GBIF
Erechthias pelotricha,GBIF
Erechthias simulans,GBIF
Erechthias zebrina,GBIF
Erelieva parvulella,GBIF
Eremanthe chemsaki,GBIF
Eremberga insignis,GBIF
Eremberga leuconips,GBIF
Eremobina claudens,GBIF
Eremobina leucoscelis,GBIF
Eremobina unicincta,GBIF
Eremophila alpestris,eBird
Eresia aveyrona,GBIF
Ericrocis lata,GBIF
Ericrocis pintada,GBIF
Erinnyis alope,GBIF
Erinnyis crameri,GBIF
Erinnyis lassauxi,GBIF
Erinnyis oenotrus,GBIF
Erinnyis yucatana,GBIF
Eriocraniella aurosparsella,GBIF
Eriocraniella falcata,GBIF
Eriocraniella mediabulla,GBIF
Eriocraniella platyptera,GBIF
Eriocraniella xanthocara,GBIF
Erionota thrax,GBIF
Eriopyga alamosa,GBIF
Eriopyga crista,GBIF
Eriopyga diplogramma,GBIF
Eriopyga ferricola,GBIF
Eriopyga hueco,GBIF
Eriopyga lunata,GBIF
Eriopyga parallela,GBIF
Eriopyga spinosa,GBIF
Eriopyga trifascia,GBIF
Eriplatymetra coloradaria,GBIF
Eriplatymetra grotearia,GBIF
Eriplatymetra lentifluata,GBIF
Erithacus rubecula,eBird
Erora quaderna,GBIF
Ersephila grandipennis,GBIF
Ersephila indistincta,GBIF
Erynnis afranius,GBIF
Erynnis funeralis,GBIF
Erynnis meridianus,GBIF
Erynnis pacuvius,GBIF
Erynnis propertius,GBIF
Erynnis scudderi,GBIF
Erynnis telemachus,GBIF
Erynnis tristis,GBIF
Escaria clauda,GBIF
Escaria homogena,GBIF
Esperia sulphurella,GBIF
Estigmene albida,GBIF
Estrilda astrild,eBird
Estrilda melpoda,eBird
Estrilda rhodopyga,eBird
Estrilda troglodytes,eBird
Etainia ochrefasciella,GBIF
Etainia sericopeza,GBIF
Eteobalea sexnotella,GBIF
Ethelgoda texanana,GBIF
Ethmia albicostella,GBIF
Ethmia albistrigella,GBIF
Ethmia angustalatella,GBIF
Ethmia apicipunctella,GBIF
Ethmia arctostaphylella,GBIF
Ethmia bipunctella,GBIF
Ethmia bittenella,GBIF
Ethmia brevistriga,GBIF
Ethmia confusella,GBIF
Ethmia coquillettella,GBIF
Ethmia davisella,GBIF
Ethmia delliella,GBIF
Ethmia discostrigella,GBIF
Ethmia epileuca,GBIF
Ethmia hagenella,GBIF
Ethmia hodgesella,GBIF
Ethmia lassenella,GBIF
Ethmia longimaculella,GBIF
Ethmia macelhosiella,GBIF
Ethmia macneilli,GBIF
Ethmia marmorea,GBIF
Ethmia mimihagenella,GBIF
Ethmia mirusella,GBIF
Ethmia monachella,GBIF
Ethmia monticola,GBIF
Ethmia nadia,GBIF
Ethmia nigroapicella,GBIF
Ethmia plagiobothrae,GBIF
Ethmia prattiella,GBIF
Ethmia semilugens,GBIF
Ethmia semiombra,GBIF
Ethmia semitenebrella,GBIF
Ethmia sphenisca,GBIF
Ethmia submissa,GBIF
Ethmia timberlakei,GBIF
Ethmia trifurcella,GBIF
Ethmia umbrimarginella,GBIF
Ethmia zelleriella,GBIF
Euacidalia brownsvillea,GBIF
Euacidalia quakerata,GBIF
Euacidalia sericearia,GBIF
Euamiana contrasta,GBIF
Euamiana dissimilis,GBIF
Euamiana endopolia,GBIF
Euaontia clarki,GBIF
Euaontia semirufa,GBIF
Euaspilates spinataria,GBIF
Eubaphe helveta,GBIF
Eubaphe meridiana,GBIF
Eubaphe unicolor,GBIF
Eubarnesia ritaria,GBIF
Eublemma accedens,GBIF
Eublemma anachoresis,GBIF
Eublemma cinnamomea,GBIF
Eublemma minima,GBIF
Eublemma recta,GBIF
Eubolina impartialis,GBIF
Eucalantica polita,GBIF
Eucaterva bonniwelli,GBIF
Eucaterva variaria,GBIF
Eucera,GBIF
Eucera acerba,GBIF
Eucera actuosa,GBIF
Eucera albescens,GBIF
Eucera amsinckiae,GBIF
Eucera angustifrons,GBIF
Eucera angustior,GBIF
Eucera aragalli,GBIF
Eucera atriventris,GBIF
Eucera chrysobotryae,GBIF
Eucera conformis,GBIF
Eucera cordleyi,GBIF
Eucera delphinii,GBIF
Eucera dorsata,GBIF
Eucera douglasiana,GBIF
Eucera dubitata,GBIF
Eucera edwardsii,GBIF
Eucera frater,GBIF
Eucera fulvitarsis,GBIF
Eucera fulvohirta,GBIF
Eucera hamata,GBIF
Eucera hurdi,GBIF
Eucera kansensis,GBIF
Eucera lepida,GBIF
Eucera lunata,GBIF
Eucera lutziana,GBIF
Eucera lycii,GBIF
Eucera mohavensis,GBIF
Eucera pallidihirta,GBIF
Eucera phaceliae,GBIF
Eucera primiveris,GBIF
Eucera quadricincta,GBIF
Eucera rosae,GBIF
Eucera speciosa,GBIF
Eucera stretchii,GBIF
Eucera territella,GBIF
Eucera tricinctella,GBIF
Eucera virgata,GBIF
Euceratia castella,GBIF
Euceratia securella,GBIF
Eucereon carolina,GBIF
Euchaetes antica,GBIF
Euchaetes bolteri,GBIF
Euchaetes castalla,GBIF
Euchaetes elegans,GBIF
Euchaetes expressa,GBIF
Euchaetes fusca,GBIF
Euchaetes gigantea,GBIF
Euchaetes helena,GBIF
Euchaetes nancyae,GBIF
Euchaetes perlevis,GBIF
Euchaetes polingi,GBIF
Euchaetes zella,GBIF
Euchalcia albavitta,GBIF
Euchlaena amoenaria,GBIF
Euchlaena deplanaria,GBIF
Euchlaena marginaria,GBIF
Euchlaena milnei,GBIF
Euchlaena mollisaria,GBIF
Euchloe ausonides,GBIF
Euchloe creusa,GBIF
Euchloe hyantis,GBIF
Euchloe lotta,GBIF
Euchloe olympia,GBIF
Euchromius ocellea,GBIF
Euclea incisa,GBIF
Euclea nanina,GBIF
Euclea obliqua,GBIF
Euclemensia bassettella,GBIF
Euclemensia schwarziella,GBIF
Euclidia ardita,GBIF
Euclystis deterrima,GBIF
Euclystis guerini,GBIF
Euclystis sytis,GBIF
Eucoloneura fragilis,GBIF
Eucopina bobana,GBIF
Eucopina cocana,GBIF
Eucopina crymalana,GBIF
Eucopina franclemonti,GBIF
Eucopina gloriola,GBIF
Eucopina monitorana,GBIF
Eucopina ponderosa,GBIF
Eucopina rescissoriana,GBIF
Eucopina siskiyouana,GBIF
Eucopina sonomana,GBIF
Eucopina tocullionana,GBIF
Eucoptocnemis dapsilis,GBIF
Eucoptocnemis dollii,GBIF
Eucoptocnemis fimbriaris,GBIF
Eucoptocnemis rufula,GBIF
Eucosma alabamae,GBIF
Eucosma alatana,GBIF
Eucosma albertana,GBIF
Eucosma albidulana,GBIF
Eucosma ambodaidaleia,GBIF
Eucosma amphorana,GBIF
Eucosma annetteana,GBIF
Eucosma apacheana,GBIF
Eucosma argutipunctana,GBIF
Eucosma artemisiana,GBIF
Eucosma autumnana,GBIF
Eucosma awemeana,GBIF
Eucosma benjamini,GBIF
Eucosma bilineana,GBIF
Eucosma bipunctella,GBIF
Eucosma browni,GBIF
Eucosma bucephaloides,GBIF
Eucosma canusana,GBIF
Eucosma cibolana,GBIF
Eucosma circulana,GBIF
Eucosma citricolorana,GBIF
Eucosma clavana,GBIF
Eucosma clementeana,GBIF
Eucosma columbiana,GBIF
Eucosma convergana,GBIF
Eucosma corculana,GBIF
Eucosma crassana,GBIF
Eucosma cruentana,GBIF
Eucosma decempunctana,GBIF
Eucosma donahuei,GBIF
Eucosma dorsiatomana,GBIF
Eucosma elongana,GBIF
Eucosma essexana,GBIF
Eucosma ferruginana,GBIF
Eucosma fertoriana,GBIF
Eucosma festivana,GBIF
Eucosma floridana,GBIF
Eucosma formosana,GBIF
Eucosma fulvofasciata,GBIF
Eucosma fulvotegulana,GBIF
Eucosma gemellana,GBIF
Eucosma giganteana,GBIF
Eucosma glomerana,GBIF
Eucosma goblinana,GBIF
Eucosma gomonana,GBIF
Eucosma granulatana,GBIF
Eucosma grindeliana,GBIF
Eucosma griseocapitana,GBIF
Eucosma gypsatana,GBIF
Eucosma haydenae,GBIF
Eucosma hodgesi,GBIF
Eucosma implicata,GBIF
Eucosma indagatricana,GBIF
Eucosma infimbriana,GBIF
Eucosma influana,GBIF
Eucosma insignata,GBIF
Eucosma kiscana,GBIF
Eucosma knudsoni,GBIF
Eucosma kokana,GBIF
Eucosma labiata,GBIF
Eucosma linitipunctana,GBIF
Eucosma litorea,GBIF
Eucosma mayelisana,GBIF
Eucosma migratana,GBIF
Eucosma millerana,GBIF
Eucosma minimana,GBIF
Eucosma misturana,GBIF
Eucosma modicellana,GBIF
Eucosma monogrammana,GBIF
Eucosma montanana,GBIF
Eucosma mormonensis,GBIF
Eucosma nepotinana,GBIF
Eucosma occidentalis,GBIF
Eucosma ochrocephala,GBIF
Eucosma octopunctana,GBIF
Eucosma offectalis,GBIF
Eucosma olivaceana,GBIF
Eucosma oregonensis,GBIF
Eucosma ornatula,GBIF
Eucosma pallidarcis,GBIF
Eucosma pallidicostana,GBIF
Eucosma paragemellana,GBIF
Eucosma paregoria,GBIF
Eucosma parmatana,GBIF
Eucosma parvana,GBIF
Eucosma parvula,GBIF
Eucosma pastigiata,GBIF
Eucosma patagoniana,GBIF
Eucosma pecosana,GBIF
Eucosma perangustana,GBIF
Eucosma radiatana,GBIF
Eucosma raracana,GBIF
Eucosma rupestrana,GBIF
Eucosma rusticana,GBIF
Eucosma salidana,GBIF
Eucosma salmicolorana,GBIF
Eucosma scalana,GBIF
Eucosma segregata,GBIF
Eucosma setonana,GBIF
Eucosma sierrae,GBIF
Eucosma spectana,GBIF
Eucosma spiculana,GBIF
Eucosma stramineana,GBIF
Eucosma striatana,GBIF
Eucosma subminimana,GBIF
Eucosma tarandana,GBIF
Eucosma tenuiana,GBIF
Eucosma tomonana,GBIF
Eucosma transversa,GBIF
Eucosma umbrastriana,GBIF
Eucosma verna,GBIF
Eucosma viridis,GBIF
Eucosma youngi,GBIF
Eucosmomorpha nearctica,GBIF
Eucosmophora manilkarae,GBIF
Eucosmophora pithecellobiae,GBIF
Eucosmophora sideroxylonella,GBIF
Eudactylota barberella,GBIF
Eudactylota iobapta,GBIF
Eudarcia eunitariaeella,GBIF
Eudarcia simulatricella,GBIF
Eudemis porphyrana,GBIF
Eudesmia arida,GBIF
Eudesmia menea,GBIF
Eudocima apta,GBIF
Eudocima materna,GBIF
Eudocima phalonia,GBIF
Eudocima serpentifera,GBIF
Eudocima tyrannus,GBIF
Eudocimus albus,eBird
Eudocimus ruber,eBird
Eudonia alpina,GBIF
Eudonia bucolica,GBIF
Eudonia commortalis,GBIF
Eudonia dactyliopa,GBIF
Eudonia echo,GBIF
Eudonia epimystis,GBIF
Eudonia expallidalis,GBIF
Eudonia franciscalis,GBIF
Eudonia geraea,GBIF
Eudonia heterosalis,GBIF
Eudonia leucophthalma,GBIF
Eudonia loxocentra,GBIF
Eudonia lugubralis,GBIF
Eudonia meristis,GBIF
Eudonia mesoleuca,GBIF
Eudonia ombrodes,GBIF
Eudonia orthoria,GBIF
Eudonia pachysema,GBIF
Eudonia rectilinea,GBIF
Eudonia spaldingalis,GBIF
Eudonia spenceri,GBIF
Eudonia strigalis,GBIF
Eudonia tetranesa,GBIF
Eudonia torniplagalis,GBIF
Eudonia venosa,GBIF
Eudonia vivida,GBIF
Eudrepanulatrix rectifascia,GBIF
Eudromias morinellus,eBird
Eudryas brevipennis,GBIF
Eueana niveociliaria,GBIF
Eueides isabella,GBIF
Eueretagrotis sigmoides,GBIF
Euerythra phasma,GBIF
Euerythra trimaculata,GBIF
Eufernaldia cadarellus,GBIF
Eugenes fulgens,eBird
Euglossa dilemma,GBIF
Eugnosta beevorana,GBIF
Eugnosta bimaculana,GBIF
Eugnosta brownana,GBIF
Eugnosta busckana,GBIF
Eugnosta deceptana,GBIF
Eugnosta erigeronana,GBIF
Eugnosta mexicana,GBIF
Eugnosta pallidana,GBIF
Eugnosta sartana,GBIF
Eugnosta willettana,GBIF
Euhagena emphytiformis,GBIF
Euhagena nebraskae,GBIF
Euhyparpax rosea,GBIF
Euhyponomeutoides gracilariella,GBIF
Euhyposmocoma ekaha,GBIF
Eulepidotis addens,GBIF
Eulepidotis dominicata,GBIF
Eulepidotis electa,GBIF
Eulepidotis micca,GBIF
Eulepidotis persimilis,GBIF
Eulepidotis rectimargo,GBIF
Eulepidotis striaepuncta,GBIF
Eulepte anticostalis,GBIF
Eulithis luteolata,GBIF
Eulithis serrataria,GBIF
Eulithosia composita,GBIF
Eulithosia papago,GBIF
Eulonchopria punctatissima,GBIF
Eumacaria madopata,GBIF
Eumacrodes yponomeutaria,GBIF
Eumaeus atala,GBIF
Eumenodora tetrachorda,GBIF
Eumorpha elisa,GBIF
Eumorpha fasciatus,GBIF
Eumorpha intermedia,GBIF
Eumorpha typhon,GBIF
Eumysia maidella,GBIF
Eumysia pallidipennella,GBIF
Eunica monima,GBIF
Eunica tatila,GBIF
Euodice cantans,eBird
Euodice malabarica,eBird
Eupackardia calleta,GBIF
Euphagus carolinus,eBird
Euphagus cyanocephalus,eBird
Euphilotes allyni,GBIF
Euphilotes battoides,GBIF
Euphilotes baueri,GBIF
Euphilotes ellisii,GBIF
Euphilotes enoptes,GBIF
Euphilotes mojave,GBIF
Euphilotes rita,GBIF
Euphilotes spaldingi,GBIF
Euphilotes speciosa,GBIF
Euphilotes stanfordorum,GBIF
Euphyes arpa,GBIF
Euphyes bayensis,GBIF
Euphyes berryi,GBIF
Euphyes pilatka,GBIF
Euphyia implicata,GBIF
Euphyia intermediata,GBIF
Euphyia swetti,GBIF
Eupinivora ponderosae,GBIF
Eupithecia acutipennis,GBIF
Eupithecia adequata,GBIF
Eupithecia affinata,GBIF
Eupithecia agnesata,GBIF
Eupithecia albimontanata,GBIF
Eupithecia alpinata,GBIF
Eupithecia ammonata,GBIF
Eupithecia antaria,GBIF
Eupithecia appendiculata,GBIF
Eupithecia assimilata,GBIF
Eupithecia behrensata,GBIF
Eupithecia biedermanata,GBIF
Eupithecia bivittata,GBIF
Eupithecia bolterii,GBIF
Eupithecia borealis,GBIF
Eupithecia bowmani,GBIF
Eupithecia broui,GBIF
Eupithecia bryanti,GBIF
Eupithecia carneata,GBIF
Eupithecia casloata,GBIF
Eupithecia castellata,GBIF
Eupithecia catalinata,GBIF
Eupithecia cestata,GBIF
Eupithecia cestatoides,GBIF
Eupithecia classicata,GBIF
Eupithecia cognizata,GBIF
Eupithecia coloradensis,GBIF
Eupithecia columbrata,GBIF
Eupithecia cupressata,GBIF
Eupithecia deserticola,GBIF
Eupithecia edna,GBIF
Eupithecia flavigutta,GBIF
Eupithecia fredericki,GBIF
Eupithecia gilata,GBIF
Eupithecia gilvipennata,GBIF
Eupithecia graefii,GBIF
Eupithecia helena,GBIF
Eupithecia hohokamae,GBIF
Eupithecia huachuca,GBIF
Eupithecia implorata,GBIF
Eupithecia indistincta,GBIF
Eupithecia infelix,GBIF
Eupithecia insolabilis,GBIF
Eupithecia jamesi,GBIF
Eupithecia jejunata,GBIF
Eupithecia johnstoni,GBIF
Eupithecia karenae,GBIF
Eupithecia lachrymosa,GBIF
Eupithecia lafontaineata,GBIF
Eupithecia longidens,GBIF
Eupithecia longipalpata,GBIF
Eupithecia macdunnoughi,GBIF
Eupithecia maestosa,GBIF
Eupithecia matheri,GBIF
Eupithecia microleuca,GBIF
Eupithecia misturata,GBIF
Eupithecia mollita,GBIF
Eupithecia monacheata,GBIF
Eupithecia monticolens,GBIF
Eupithecia multiscripta,GBIF
Eupithecia multistrigata,GBIF
Eupithecia mystiata,GBIF
Eupithecia nabokovi,GBIF
Eupithecia neomexicana,GBIF
Eupithecia nevadata,GBIF
Eupithecia nimbosa,GBIF
Eupithecia niphadophilata,GBIF
Eupithecia niveifascia,GBIF
Eupithecia nonanticaria,GBIF
Eupithecia olivacea,GBIF
Eupithecia oppidana,GBIF
Eupithecia orichloris,GBIF
Eupithecia ornata,GBIF
Eupithecia owenata,GBIF
Eupithecia peckorum,GBIF
Eupithecia persimulata,GBIF
Eupithecia pinata,GBIF
Eupithecia placidata,GBIF
Eupithecia prostrata,GBIF
Eupithecia pseudotsugata,GBIF
Eupithecia purpurissata,GBIF
Eupithecia quakerata,GBIF
Eupithecia ravocestaliata,GBIF
Eupithecia regina,GBIF
Eupithecia remissata,GBIF
Eupithecia rhodopyra,GBIF
Eupithecia rindgei,GBIF
Eupithecia rotundopuncta,GBIF
Eupithecia sabulosata,GBIF
Eupithecia scabrogata,GBIF
Eupithecia scoriodes,GBIF
Eupithecia segregata,GBIF
Eupithecia sharronata,GBIF
Eupithecia shirleyata,GBIF
Eupithecia sierrae,GBIF
Eupithecia sonora,GBIF
Eupithecia spermaphaga,GBIF
Eupithecia staurophragma,GBIF
Eupithecia stellata,GBIF
Eupithecia subapicata,GBIF
Eupithecia subcolorata,GBIF
Eupithecia subvirens,GBIF
Eupithecia succenturiata,GBIF
Eupithecia tenuata,GBIF
Eupithecia tricolorata,GBIF
Eupithecia uinta,GBIF
Eupithecia unicolor,GBIF
Eupithecia unitaria,GBIF
Eupithecia zelmira,GBIF
Eupithecia zygadeniata,GBIF
Euplectes afer,eBird
Euplectes albonotatus,eBird
Euplectes ardens,eBird
Euplectes franciscanus,eBird
Euplectes hordeaceus,eBird
Euplectes nigroventris,eBird
Euplectes orix,eBird
Euplexia triplaga,GBIF
Eupragia hospita,GBIF
Euprora argentilineella,GBIF
Euproserpinus euterpe,GBIF
Euproserpinus phaeton,GBIF
Euproserpinus wiesti,GBIF
Eupseudomorpha brillians,GBIF
Eupseudosoma involuta,GBIF
Eupsilia fringata,GBIF
Eupsilia schweitzeri,GBIF
Eupsittula aurea,eBird
Eupsittula canicularis,eBird
Eupsittula nana,eBird
Euptilotis neoxenus,eBird
Euptoieta hegesia,GBIF
Euptoieta hortensia,GBIF
Euptychia cornelius,GBIF
Euptychia cymela,GBIF
Euptychia dorothea,GBIF
Euptychia dospassosi,GBIF
Euptychia henshawi,GBIF
Euptychia maniola,GBIF
Euptychia phocion,GBIF
Euptychia pyracmon,GBIF
Euptychia rubricata,GBIF
Eupyrrhoglossum sagra,GBIF
Eurema boisduvaliana,GBIF
Eurema daira,GBIF
Eurema lisa,GBIF
Eurema mexicana,GBIF
Eurema salome,GBIF
Eurhinosea flavaria,GBIF
Eurois nigra,GBIF
Euros cervina,GBIF
Euros osticollis,GBIF
Euros proprius,GBIF
Eurrhyparodes lygdamis,GBIF
Eurrhyparodes splendens,GBIF
Eurythmia angulella,GBIF
Eurythmia hospitella,GBIF
Eurythmia yavapaella,GBIF
Eurythmidia ignidorsella,GBIF
Eurytides phaon,GBIF
Eusarca falcata,GBIF
Eusarca fundaria,GBIF
Eusarca galbanaria,GBIF
Eusarca geniculata,GBIF
Eusarca lutzi,GBIF
Eusarca packardaria,GBIF
Eusarca subflavaria,GBIF
Eusarca terraria,GBIF
Eusarca tibiaria,GBIF
Eusarca venosaria,GBIF
Eusceptis flavifrimbriata,GBIF
Euscirrhopterus cosyra,GBIF
Euscirrhopterus gloveri,GBIF
Euscirrhopterus poeyi,GBIF
Eustixia pupula,GBIF
Eustroma atrifasciata,GBIF
Eustroma fasciata,GBIF
Eustroma semiatrata,GBIF
Eutelia furcata,GBIF
Eutelia pulcherrimus,GBIF
Euthlypis lachrymosa,eBird
Euthyatira lorata,GBIF
Euthyatira semicircularis,GBIF
