"scientific_name","common_name","state_code","designation","source","designation_db","gs_name","fetched_at"
"Cirsium arvense","Canada thistle","NH","Watch","NH Dept of Agriculture Invasive Species","Watch","Cirsium arvense",2026-01-22 18:30:31.462679
"Ficaria verna","Lesser celandine","NH","Watch","NH Dept of Agriculture Invasive Species","Watch","Ficaria verna",2026-01-22 18:30:31.462679
"Hedera helix","English ivy","NH","Watch","NH Dept of Agriculture Invasive Species","Watch","Hedera helix",2026-01-22 18:30:31.462679
"Iris pseudacorus","Yellow flag iris","NH","Watch","NH Dept of Agriculture Invasive Species","Watch","Iris pseudacorus",2026-01-22 18:30:31.462679
"Ligustrum obtusifolium","Border privet","NH","Watch","NH Dept of Agriculture Invasive Species","Watch","Ligustrum obtusifolium",2026-01-22 18:30:31.462679
"Ligustrum vulgare","Common privet","NH","Watch","NH Dept of Agriculture Invasive Species","Watch","Ligustrum vulgare",2026-01-22 18:30:31.462679
"Microstegium vimineum","Japanese stiltgrass","NH","Watch","NH Dept of Agriculture Invasive Species","Watch","Microstegium vimineum",2026-01-22 18:30:31.462679
"Paulownia tomentosa","Princess tree","NH","Watch","NH Dept of Agriculture Invasive Species","Watch","Paulownia tomentosa",2026-01-22 18:30:31.462679
"Pueraria montana","Kudzu","NH","Watch","NH Dept of Agriculture Invasive Species","Watch","Pueraria montana",2026-01-22 18:30:31.462679
"Spiraea japonica","Japanese spiraea","NH","Watch","NH Dept of Agriculture Invasive Species","Watch","Spiraea japonica",2026-01-22 18:30:31.462679
"Wisteria sinensis","Chinese wisteria","NH","Watch","NH Dept of Agriculture Invasive Species","Watch","Wisteria sinensis",2026-01-22 18:30:31.462679
"Lonicera maackii","Amur honeysuckle","IL","Exotic Weed","Illinois Exotic Weed Act / IDNR","Invasive","Lonicera maackii",2026-01-22 18:30:31.462679
"Lonicera morrowii","Morrows honeysuckle","IL","Exotic Weed","Illinois Exotic Weed Act / IDNR","Invasive","Lonicera morrowii",2026-01-22 18:30:31.462679
"Lonicera fragrantissima","Sweet breath of spring","IL","Exotic Weed","Illinois Exotic Weed Act / IDNR","Invasive","Lonicera fragrantissima",2026-01-22 18:30:31.462679
"Lonicera tatarica","Tatarian honeysuckle","IL","Exotic Weed","Illinois Exotic Weed Act / IDNR","Invasive","Lonicera tatarica",2026-01-22 18:30:31.462679
"Lonicera japonica","Japanese honeysuckle","IL","Exotic Weed","Illinois Exotic Weed Act / IDNR","Invasive","Lonicera japonica",2026-01-22 18:30:31.462679
"Rhamnus cathartica","Common buckthorn","IL","Exotic Weed","Illinois Exotic Weed Act / IDNR","Invasive","Rhamnus cathartica",2026-01-22 18:30:31.462679
"Frangula alnus","Glossy buckthorn","IL","Exotic Weed","Illinois Exotic Weed Act / IDNR","Invasive","Frangula alnus",2026-01-22 18:30:31.462679
"Rhamnus davurica","Dahurian buckthorn","IL","Exotic Weed","Illinois Exotic Weed Act / IDNR","Invasive","Rhamnus davurica",2026-01-22 18:30:31.462679
"Rhamnus japonica","Japanese buckthorn","IL","Exotic Weed","Illinois Exotic Weed Act / IDNR","Invasive","Rhamnus japonica",2026-01-22 18:30:31.462679
"Lythrum salicaria","Purple loosestrife","IL","Exotic Weed","Illinois Exotic Weed Act / IDNR","Invasive","Lythrum salicaria",2026-01-22 18:30:31.462679
"Alliaria petiolata","Garlic mustard","IL","Exotic Weed","Illinois Exotic Weed Act / IDNR","Invasive","Alliaria petiolata",2026-01-22 18:30:31.462679
"Cirsium arvense","Canada thistle","IL","Noxious Weed","Illinois Exotic Weed Act / IDNR","Invasive","Cirsium arvense",2026-01-22 18:30:31.462679
"Cirsium vulgare","Bull thistle","IL","Noxious Weed","Illinois Exotic Weed Act / IDNR","Invasive","Cirsium vulgare",2026-01-22 18:30:31.462679
"Carduus nutans","Musk thistle","IL","Noxious Weed","Illinois Exotic Weed Act / IDNR","Invasive","Carduus nutans",2026-01-22 18:30:31.462679
"Convolvulus arvensis","Field bindweed","IL","Noxious Weed","Illinois Exotic Weed Act / IDNR","Invasive","Convolvulus arvensis",2026-01-22 18:30:31.462679
"Sorghum halepense","Johnsongrass","IL","Noxious Weed","Illinois Exotic Weed Act / IDNR","Invasive","Sorghum halepense",2026-01-22 18:30:31.462679
"Rosa multiflora","Multiflora rose","IL","Noxious Weed","Illinois Exotic Weed Act / IDNR","Invasive","Rosa multiflora",2026-01-22 18:30:31.462679
"Ailanthus altissima","Tree of heaven","IL","Invasive","Illinois Exotic Weed Act / IDNR","Invasive","Ailanthus altissima",2026-01-22 18:30:31.462679
"Celastrus orbiculatus","Oriental bittersweet","IL","Invasive","Illinois Exotic Weed Act / IDNR","Invasive","Celastrus orbiculatus",2026-01-22 18:30:31.462679
"Elaeagnus umbellata","Autumn olive","IL","Invasive","Illinois Exotic Weed Act / IDNR","Invasive","Elaeagnus umbellata",2026-01-22 18:30:31.462679
"Euonymus alatus","Burning bush","IL","Invasive","Illinois Exotic Weed Act / IDNR","Invasive","Euonymus alatus",2026-01-22 18:30:31.462679
"Euonymus fortunei","Wintercreeper","IL","Invasive","Illinois Exotic Weed Act / IDNR","Invasive","Euonymus fortunei",2026-01-22 18:30:31.462679
"Microstegium vimineum","Japanese stiltgrass","IL","Invasive","Illinois Exotic Weed Act / IDNR","Invasive","Microstegium vimineum",2026-01-22 18:30:31.462679
"Phragmites australis","Common reed","IL","Invasive","Illinois Exotic Weed Act / IDNR","Invasive","Phragmites australis",2026-01-22 18:30:31.462679
"Polygonum cuspidatum","Japanese knotweed","IL","Invasive","Illinois Exotic Weed Act / IDNR","Invasive","Polygonum cuspidatum",2026-01-22 18:30:31.462679
"Pueraria montana","Kudzu","IL","Invasive","Illinois Exotic Weed Act / IDNR","Invasive","Pueraria montana",2026-01-22 18:30:31.462679
"Berberis thunbergii","Japanese barberry","IL","Invasive","Illinois Exotic Weed Act / IDNR","Invasive","Berberis thunbergii",2026-01-22 18:30:31.462679
"Acer platanoides","Norway maple","IL","Invasive","Illinois Exotic Weed Act / IDNR","Invasive","Acer platanoides",2026-01-22 18:30:31.462679
"Pyrus calleryana","Callery pear","IL","Invasive","Illinois Exotic Weed Act / IDNR","Invasive","Pyrus calleryana",2026-01-22 18:30:31.462679
"Miscanthus sinensis","Chinese silvergrass","IL","Invasive","Illinois Exotic Weed Act / IDNR","Invasive","Miscanthus sinensis",2026-01-22 18:30:31.462679
"Ailanthus altissima","Tree of heaven","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Ailanthus altissima",2026-01-22 18:30:31.462679
"Alliaria petiolata","Garlic mustard","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Alliaria petiolata",2026-01-22 18:30:31.462679
"Alnus glutinosa","Black alder","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Alnus glutinosa",2026-01-22 18:30:31.462679
"Artemisia vulgaris","Mugwort","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Artemisia vulgaris",2026-01-22 18:30:31.462679
"Arthraxon hispidus","Small carpgrass","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Arthraxon hispidus",2026-01-22 18:30:31.462679
"Berberis thunbergii","Japanese barberry","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Berberis thunbergii",2026-01-22 18:30:31.462679
"Carduus acanthoides","Spiny plumeless thistle","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Carduus acanthoides",2026-01-22 18:30:31.462679
"Carduus nutans","Musk thistle","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Carduus nutans",2026-01-22 18:30:31.462679
"Celastrus orbiculatus","Oriental bittersweet","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Celastrus orbiculatus",2026-01-22 18:30:31.462679
"Centaurea stoebe","Spotted knapweed","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Centaurea stoebe",2026-01-22 18:30:31.462679
"Cirsium vulgare","Bull thistle","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Cirsium vulgare",2026-01-22 18:30:31.462679
"Conium maculatum","Poison hemlock","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Conium maculatum",2026-01-22 18:30:31.462679
"Convolvulus arvensis","Field bindweed","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Convolvulus arvensis",2026-01-22 18:30:31.462679
"Coronilla varia","Crown vetch","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Coronilla varia",2026-01-22 18:30:31.462679
"Dioscorea polystachya","Chinese yam","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Dioscorea polystachya",2026-01-22 18:30:31.462679
"Dipsacus fullonum","Common teasel","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Dipsacus fullonum",2026-01-22 18:30:31.462679
"Dipsacus laciniatus","Cut-leaved teasel","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Dipsacus laciniatus",2026-01-22 18:30:31.462679
"Elaeagnus umbellata","Autumn olive","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Elaeagnus umbellata",2026-01-22 18:30:31.462679
"Euonymus fortunei","Wintercreeper","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Euonymus fortunei",2026-01-22 18:30:31.462679
"Euphorbia esula","Leafy spurge","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Euphorbia esula",2026-01-22 18:30:31.462679
"Frangula alnus","Glossy buckthorn","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Frangula alnus",2026-01-22 18:30:31.462679
"Hesperis matronalis","Dames rocket","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Hesperis matronalis",2026-01-22 18:30:31.462679
"Humulus japonicus","Japanese hops","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Humulus japonicus",2026-01-22 18:30:31.462679
"Lepidium latifolium","Perennial pepperweed","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Lepidium latifolium",2026-01-22 18:30:31.462679
"Lespedeza cuneata","Sericea lespedeza","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Lespedeza cuneata",2026-01-22 18:30:31.462679
"Lonicera japonica","Japanese honeysuckle","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Lonicera japonica",2026-01-22 18:30:31.462679
"Lonicera maackii","Amur honeysuckle","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Lonicera maackii",2026-01-22 18:30:31.462679
"Lonicera morrowii","Morrows honeysuckle","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Lonicera morrowii",2026-01-22 18:30:31.462679
"Lonicera tatarica","Tatarian honeysuckle","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Lonicera tatarica",2026-01-22 18:30:31.462679
"Lythrum salicaria","Purple loosestrife","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Lythrum salicaria",2026-01-22 18:30:31.462679
"Microstegium vimineum","Japanese stiltgrass","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Microstegium vimineum",2026-01-22 18:30:31.462679
"Phragmites australis","Common reed","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Phragmites australis",2026-01-22 18:30:31.462679
"Polygonum cuspidatum","Japanese knotweed","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Polygonum cuspidatum",2026-01-22 18:30:31.462679
"Pyrus calleryana","Callery pear","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Pyrus calleryana",2026-01-22 18:30:31.462679
"Rhamnus cathartica","Common buckthorn","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Rhamnus cathartica",2026-01-22 18:30:31.462679
"Rosa multiflora","Multiflora rose","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Rosa multiflora",2026-01-22 18:30:31.462679
"Miscanthus sinensis","Chinese silvergrass","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Miscanthus sinensis",2026-01-22 18:30:31.462679
"Paulownia tomentosa","Princess tree","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Paulownia tomentosa",2026-01-22 18:30:31.462679
"Pueraria montana","Kudzu","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Pueraria montana",2026-01-22 18:30:31.462679
"Myriophyllum spicatum","Eurasian watermilfoil","IN","Regulated","Indiana DNR Terrestrial Plant Rule","Invasive","Myriophyllum spicatum",2026-01-22 18:30:31.462679
"Phragmites australis","Common reed","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Phragmites australis",2026-01-22 18:30:31.462679
"Centaurea stoebe","Spotted knapweed","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Centaurea stoebe",2026-01-22 18:30:31.462679
"Lythrum salicaria","Purple loosestrife","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Lythrum salicaria",2026-01-22 18:30:31.462679
"Myriophyllum spicatum","Eurasian watermilfoil","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Myriophyllum spicatum",2026-01-22 18:30:31.462679
"Alliaria petiolata","Garlic mustard","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Alliaria petiolata",2026-01-22 18:30:31.462679
"Celastrus orbiculatus","Oriental bittersweet","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Celastrus orbiculatus",2026-01-22 18:30:31.462679
"Lonicera japonica","Japanese honeysuckle","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Lonicera japonica",2026-01-22 18:30:31.462679
"Lonicera maackii","Amur honeysuckle","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Lonicera maackii",2026-01-22 18:30:31.462679
"Lonicera morrowii","Morrows honeysuckle","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Lonicera morrowii",2026-01-22 18:30:31.462679
"Lonicera tatarica","Tatarian honeysuckle","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Lonicera tatarica",2026-01-22 18:30:31.462679
"Rhamnus cathartica","Common buckthorn","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Rhamnus cathartica",2026-01-22 18:30:31.462679
"Frangula alnus","Glossy buckthorn","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Frangula alnus",2026-01-22 18:30:31.462679
"Rosa multiflora","Multiflora rose","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Rosa multiflora",2026-01-22 18:30:31.462679
"Elaeagnus umbellata","Autumn olive","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Elaeagnus umbellata",2026-01-22 18:30:31.462679
"Berberis thunbergii","Japanese barberry","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Berberis thunbergii",2026-01-22 18:30:31.462679
"Euonymus alatus","Burning bush","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Euonymus alatus",2026-01-22 18:30:31.462679
"Ailanthus altissima","Tree of heaven","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Ailanthus altissima",2026-01-22 18:30:31.462679
"Polygonum cuspidatum","Japanese knotweed","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Polygonum cuspidatum",2026-01-22 18:30:31.462679
"Microstegium vimineum","Japanese stiltgrass","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Microstegium vimineum",2026-01-22 18:30:31.462679
"Hydrilla verticillata","Hydrilla","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Hydrilla verticillata",2026-01-22 18:30:31.462679
"Egeria densa","Brazilian elodea","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Egeria densa",2026-01-22 18:30:31.462679
"Cabomba caroliniana","Fanwort","MI","Prohibited","Michigan EGLE Invasive Species Program","Invasive","Cabomba caroliniana",2026-01-22 18:30:31.462679
"Potamogeton crispus","Curly pondweed","MI","Restricted","Michigan EGLE Invasive Species Program","Invasive-Low","Potamogeton crispus",2026-01-22 18:30:31.462679
"Cirsium arvense","Canada thistle","MI","Restricted","Michigan EGLE Invasive Species Program","Invasive-Low","Cirsium arvense",2026-01-22 18:30:31.462679
"Cirsium vulgare","Bull thistle","MI","Restricted","Michigan EGLE Invasive Species Program","Invasive-Low","Cirsium vulgare",2026-01-22 18:30:31.462679
"Carduus nutans","Musk thistle","MI","Restricted","Michigan EGLE Invasive Species Program","Invasive-Low","Carduus nutans",2026-01-22 18:30:31.462679
"Euphorbia esula","Leafy spurge","MI","Restricted","Michigan EGLE Invasive Species Program","Invasive-Low","Euphorbia esula",2026-01-22 18:30:31.462679
"Convolvulus arvensis","Field bindweed","MI","Restricted","Michigan EGLE Invasive Species Program","Invasive-Low","Convolvulus arvensis",2026-01-22 18:30:31.462679
"Sorghum halepense","Johnsongrass","MI","Restricted","Michigan EGLE Invasive Species Program","Invasive-Low","Sorghum halepense",2026-01-22 18:30:31.462679
"Hesperis matronalis","Dames rocket","MI","Restricted","Michigan EGLE Invasive Species Program","Invasive-Low","Hesperis matronalis",2026-01-22 18:30:31.462679
"Pyrus calleryana","Callery pear","MI","Restricted","Michigan EGLE Invasive Species Program","Invasive-Low","Pyrus calleryana",2026-01-22 18:30:31.462679
"Acer platanoides","Norway maple","MI","Restricted","Michigan EGLE Invasive Species Program","Invasive-Low","Acer platanoides",2026-01-22 18:30:31.462679
"Paulownia tomentosa","Princess tree","MI","Restricted","Michigan EGLE Invasive Species Program","Invasive-Low","Paulownia tomentosa",2026-01-22 18:30:31.462679
"Pueraria montana","Kudzu","MI","Restricted","Michigan EGLE Invasive Species Program","Invasive-Low","Pueraria montana",2026-01-22 18:30:31.462679
"Iris pseudacorus","Yellow flag iris","MI","Restricted","Michigan EGLE Invasive Species Program","Invasive-Low","Iris pseudacorus",2026-01-22 18:30:31.462679
"Anthriscus sylvestris","Wild chervil","WI","Prohibited","Wisconsin DNR NR40 Invasive Species Rule","Invasive","Anthriscus sylvestris",2026-01-22 18:30:31.462679
"Paulownia tomentosa","Princess tree","WI","Prohibited","Wisconsin DNR NR40 Invasive Species Rule","Invasive","Paulownia tomentosa",2026-01-22 18:30:31.462679
"Phellodendron amurense","Amur corktree","WI","Prohibited","Wisconsin DNR NR40 Invasive Species Rule","Invasive","Phellodendron amurense",2026-01-22 18:30:31.462679
"Heracleum mantegazzianum","Giant hogweed","WI","Prohibited","Wisconsin DNR NR40 Invasive Species Rule","Invasive","Heracleum mantegazzianum",2026-01-22 18:30:31.462679
"Hydrilla verticillata","Hydrilla","WI","Prohibited","Wisconsin DNR NR40 Invasive Species Rule","Invasive","Hydrilla verticillata",2026-01-22 18:30:31.462679
"Salvinia molesta","Giant salvinia","WI","Prohibited","Wisconsin DNR NR40 Invasive Species Rule","Invasive","Salvinia molesta",2026-01-22 18:30:31.462679
"Trapa natans","Water chestnut","WI","Prohibited","Wisconsin DNR NR40 Invasive Species Rule","Invasive","Trapa natans",2026-01-22 18:30:31.462679
"Butomus umbellatus","Flowering rush","WI","Prohibited","Wisconsin DNR NR40 Invasive Species Rule","Invasive","Butomus umbellatus",2026-01-22 18:30:31.462679
"Nymphoides peltata","Yellow floating heart","WI","Prohibited","Wisconsin DNR NR40 Invasive Species Rule","Invasive","Nymphoides peltata",2026-01-22 18:30:31.462679
"Egeria densa","Brazilian elodea","WI","Prohibited","Wisconsin DNR NR40 Invasive Species Rule","Invasive","Egeria densa",2026-01-22 18:30:31.462679
"Cabomba caroliniana","Fanwort","WI","Prohibited","Wisconsin DNR NR40 Invasive Species Rule","Invasive","Cabomba caroliniana",2026-01-22 18:30:31.462679
"Myriophyllum aquaticum","Parrotfeather","WI","Prohibited","Wisconsin DNR NR40 Invasive Species Rule","Invasive","Myriophyllum aquaticum",2026-01-22 18:30:31.462679
"Lonicera maackii","Amur honeysuckle","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Lonicera maackii",2026-01-22 18:30:31.462679
"Lonicera morrowii","Morrows honeysuckle","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Lonicera morrowii",2026-01-22 18:30:31.462679
"Lonicera tatarica","Tatarian honeysuckle","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Lonicera tatarica",2026-01-22 18:30:31.462679
"Lonicera japonica","Japanese honeysuckle","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Lonicera japonica",2026-01-22 18:30:31.462679
"Rhamnus cathartica","Common buckthorn","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Rhamnus cathartica",2026-01-22 18:30:31.462679
"Frangula alnus","Glossy buckthorn","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Frangula alnus",2026-01-22 18:30:31.462679
"Rosa multiflora","Multiflora rose","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Rosa multiflora",2026-01-22 18:30:31.462679
"Berberis thunbergii","Japanese barberry","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Berberis thunbergii",2026-01-22 18:30:31.462679
"Elaeagnus umbellata","Autumn olive","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Elaeagnus umbellata",2026-01-22 18:30:31.462679
"Euonymus alatus","Burning bush","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Euonymus alatus",2026-01-22 18:30:31.462679
"Lythrum salicaria","Purple loosestrife","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Lythrum salicaria",2026-01-22 18:30:31.462679
"Phragmites australis","Common reed","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Phragmites australis",2026-01-22 18:30:31.462679
"Myriophyllum spicatum","Eurasian watermilfoil","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Myriophyllum spicatum",2026-01-22 18:30:31.462679
"Potamogeton crispus","Curly pondweed","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Potamogeton crispus",2026-01-22 18:30:31.462679
"Alliaria petiolata","Garlic mustard","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Alliaria petiolata",2026-01-22 18:30:31.462679
"Polygonum cuspidatum","Japanese knotweed","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Polygonum cuspidatum",2026-01-22 18:30:31.462679
"Centaurea stoebe","Spotted knapweed","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Centaurea stoebe",2026-01-22 18:30:31.462679
"Cirsium arvense","Canada thistle","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Cirsium arvense",2026-01-22 18:30:31.462679
"Cirsium vulgare","Bull thistle","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Cirsium vulgare",2026-01-22 18:30:31.462679
"Euphorbia esula","Leafy spurge","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Euphorbia esula",2026-01-22 18:30:31.462679
"Celastrus orbiculatus","Oriental bittersweet","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Celastrus orbiculatus",2026-01-22 18:30:31.462679
"Ailanthus altissima","Tree of heaven","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Ailanthus altissima",2026-01-22 18:30:31.462679
"Acer platanoides","Norway maple","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Acer platanoides",2026-01-22 18:30:31.462679
"Hesperis matronalis","Dames rocket","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Hesperis matronalis",2026-01-22 18:30:31.462679
"Microstegium vimineum","Japanese stiltgrass","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Microstegium vimineum",2026-01-22 18:30:31.462679
"Iris pseudacorus","Yellow flag iris","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Iris pseudacorus",2026-01-22 18:30:31.462679
"Pueraria montana","Kudzu","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Pueraria montana",2026-01-22 18:30:31.462679
"Miscanthus sinensis","Chinese silvergrass","WI","Restricted","Wisconsin DNR NR40 Invasive Species Rule","Invasive-Low","Miscanthus sinensis",2026-01-22 18:30:31.462679
"Lonicera japonica","Japanese honeysuckle","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Lonicera japonica",2026-01-22 18:30:31.462679
"Lonicera fragrantissima","Sweet breath of spring","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Lonicera fragrantissima",2026-01-22 18:30:31.462679
"Lonicera maackii","Amur honeysuckle","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Lonicera maackii",2026-01-22 18:30:31.462679
"Lonicera morrowii","Morrows honeysuckle","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Lonicera morrowii",2026-01-22 18:30:31.462679
"Lonicera standishii","Standish honeysuckle","NJ","Emerging","New Jersey Invasive Species Strike Team","Invasive","Lonicera standishii",2026-01-22 18:30:31.462679
"Lonicera tatarica","Tatarian honeysuckle","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Lonicera tatarica",2026-01-22 18:30:31.462679
"Berberis thunbergii","Japanese barberry","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Berberis thunbergii",2026-01-22 18:30:31.462679
"Berberis vulgaris","Common barberry","NJ","Emerging","New Jersey Invasive Species Strike Team","Invasive","Berberis vulgaris",2026-01-22 18:30:31.462679
"Rhamnus cathartica","Common buckthorn","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Rhamnus cathartica",2026-01-22 18:30:31.462679
"Frangula alnus","Glossy buckthorn","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Frangula alnus",2026-01-22 18:30:31.462679
"Rosa multiflora","Multiflora rose","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Rosa multiflora",2026-01-22 18:30:31.462679
"Euonymus alatus","Burning bush","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Euonymus alatus",2026-01-22 18:30:31.462679
"Ailanthus altissima","Tree of heaven","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Ailanthus altissima",2026-01-22 18:30:31.462679
"Celastrus orbiculatus","Oriental bittersweet","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Celastrus orbiculatus",2026-01-22 18:30:31.462679
"Elaeagnus umbellata","Autumn olive","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Elaeagnus umbellata",2026-01-22 18:30:31.462679
"Alliaria petiolata","Garlic mustard","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Alliaria petiolata",2026-01-22 18:30:31.462679
"Microstegium vimineum","Japanese stiltgrass","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Microstegium vimineum",2026-01-22 18:30:31.462679
"Phragmites australis","Common reed","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Phragmites australis",2026-01-22 18:30:31.462679
"Polygonum cuspidatum","Japanese knotweed","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Polygonum cuspidatum",2026-01-22 18:30:31.462679
"Lythrum salicaria","Purple loosestrife","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Lythrum salicaria",2026-01-22 18:30:31.462679
"Myriophyllum spicatum","Eurasian watermilfoil","NJ","Widespread","New Jersey Invasive Species Strike Team","Invasive","Myriophyllum spicatum",2026-01-22 18:30:31.462679
