scientific_name,state_code,source,observation_count
Uria aalge,AK,eBird,NA
Synthliboramphus antiquus,AK,eBird,NA
Hydrocoloeus minutus,AK,eBird,NA
Rhodostethia rosea,AK,eBird,NA
Rissa tridactyla,AK,eBird,NA
Rissa brevirostris,AK,eBird,NA
Pagophila eburnea,AK,eBird,NA
Xema sabini,AK,eBird,NA
Chroicocephalus philadelphia,AK,eBird,NA
Chroicocephalus ridibundus,AK,eBird,NA
Leucophaeus atricilla,AK,eBird,NA
Leucophaeus pipixcan,AK,eBird,NA
Ichthyaetus ichthyaetus,AK,eBird,NA
Larus crassirostris,AK,eBird,NA
Larus heermanni,AK,eBird,NA
Larus canus,AK,eBird,NA
Larus brachyrhynchus,AK,eBird,NA
Larus delawarensis,AK,eBird,NA
Larus occidentalis,AK,eBird,NA
Larus smithsonianus,AK,eBird,NA
Larus vegae,AK,eBird,NA
Larus marinus,AK,eBird,NA
Larus hyperboreus,AK,eBird,NA
Larus fuscus,AK,eBird,NA
Larus californicus,AK,eBird,NA
Larus glaucescens,AK,eBird,NA
Larus schistisagus,AK,eBird,NA
Larus glaucoides,AK,eBird,NA
Onychoprion aleuticus,AK,eBird,NA
Onychoprion fuscatus,AK,eBird,NA
Sternula antillarum,AK,eBird,NA
Hydroprogne caspia,AK,eBird,NA
Chlidonias niger,AK,eBird,NA
Chlidonias leucopterus,AK,eBird,NA
Sterna paradisaea,AK,eBird,NA
Sterna hirundo,AK,eBird,NA
Thalasseus sandvicensis,AK,eBird,NA
Podilymbus podiceps,AK,eBird,NA
Podiceps auritus,AK,eBird,NA
Podiceps grisegena,AK,eBird,NA
Podiceps nigricollis,AK,eBird,NA
Aechmophorus occidentalis,AK,eBird,NA
Aechmophorus clarkii,AK,eBird,NA
Gavia stellata,AK,eBird,NA
Gavia arctica,AK,eBird,NA
Gavia pacifica,AK,eBird,NA
Gavia immer,AK,eBird,NA
Gavia adamsii,AK,eBird,NA
Phoebastria immutabilis,AK,eBird,NA
Phoebastria nigripes,AK,eBird,NA
Phoebastria albatrus,AK,eBird,NA
Thalassarche salvini,AK,eBird,NA
Hydrobates furcatus,AK,eBird,NA
Hydrobates leucorhous,AK,eBird,NA
Hydrobates monorhis,AK,eBird,NA
Fulmarus glacialis,AK,eBird,NA
Pterodroma ultima,AK,eBird,NA
Pterodroma solandri,AK,eBird,NA
Pterodroma inexpectata,AK,eBird,NA
Pterodroma sandwichensis,AK,eBird,NA
Pterodroma cookii,AK,eBird,NA
Ardenna creatopus,AK,eBird,NA
Ardenna carneipes,AK,eBird,NA
Ardenna gravis,AK,eBird,NA
Ardenna pacifica,AK,eBird,NA
Ardenna bulleri,AK,eBird,NA
Ardenna grisea,AK,eBird,NA
Ardenna tenuirostris,AK,eBird,NA
Puffinus puffinus,AK,eBird,NA
Fregata magnificens,AK,eBird,NA
Morus bassanus,AK,eBird,NA
Sula sula,AK,eBird,NA
Sula leucogaster,AK,eBird,NA
Sula brewsteri,AK,eBird,NA
Sula granti,AK,eBird,NA
Urile penicillatus,AK,eBird,NA
Urile urile,AK,eBird,NA
Urile pelagicus,AK,eBird,NA
Nannopterum auritum,AK,eBird,NA
Plegadis chihi,AK,eBird,NA
Botaurus stellaris,AK,eBird,NA
Botaurus lentiginosus,AK,eBird,NA
Botaurus sinensis,AK,eBird,NA
Nycticorax nycticorax,AK,eBird,NA
Egretta tricolor,AK,eBird,NA
Egretta eulophotes,AK,eBird,NA
Egretta thula,AK,eBird,NA
Egretta garzetta,AK,eBird,NA
Butorides virescens,AK,eBird,NA
Ardeola bacchus,AK,eBird,NA
Ardea ibis,AK,eBird,NA
Ardea coromanda,AK,eBird,NA
Ardea alba,AK,eBird,NA
Ardea intermedia,AK,eBird,NA
Ardea cinerea,AK,eBird,NA
Ardea herodias,AK,eBird,NA
Pelecanus erythrorhynchos,AK,eBird,NA
Pelecanus occidentalis,AK,eBird,NA
Cathartes aura,AK,eBird,NA
Pandion haliaetus,AK,eBird,NA
Pernis ptilorhynchus,AK,eBird,NA
Aquila chrysaetos,AK,eBird,NA
Tachyspiza soloensis,AK,eBird,NA
Accipiter nisus,AK,eBird,NA
Accipiter striatus,AK,eBird,NA
Astur cooperii,AK,eBird,NA
Astur gentilis,AK,eBird,NA
Astur atricapillus,AK,eBird,NA
Circus cyaneus,AK,eBird,NA
Circus hudsonius,AK,eBird,NA
Milvus migrans,AK,eBird,NA
Haliaeetus albicilla,AK,eBird,NA
Haliaeetus leucocephalus,AK,eBird,NA
Haliaeetus pelagicus,AK,eBird,NA
Ictinia mississippiensis,AK,eBird,NA
Buteo platypterus,AK,eBird,NA
Buteo swainsoni,AK,eBird,NA
Buteo jamaicensis,AK,eBird,NA
Buteo lagopus,AK,eBird,NA
Buteo rufinus,AK,eBird,NA
Otus sunia,AK,eBird,NA
Psiloscops flammeolus,AK,eBird,NA
Megascops kennicottii,AK,eBird,NA
Bubo scandiacus,AK,eBird,NA
Bubo virginianus,AK,eBird,NA
Surnia ulula,AK,eBird,NA
Glaucidium gnoma,AK,eBird,NA
Strix varia,AK,eBird,NA
Strix nebulosa,AK,eBird,NA
Asio otus,AK,eBird,NA
Asio flammeus,AK,eBird,NA
Aegolius funereus,AK,eBird,NA
Aegolius acadicus,AK,eBird,NA
Ninox japonica,AK,eBird,NA
Upupa epops,AK,eBird,NA
Megaceryle alcyon,AK,eBird,NA
Jynx torquilla,AK,eBird,NA
Sphyrapicus varius,AK,eBird,NA
Sphyrapicus ruber,AK,eBird,NA
Melanerpes lewis,AK,eBird,NA
Picoides dorsalis,AK,eBird,NA
Picoides arcticus,AK,eBird,NA
Dendrocopos major,AK,eBird,NA
Dryobates pubescens,AK,eBird,NA
Leuconotopicus villosus,AK,eBird,NA
Dryocopus pileatus,AK,eBird,NA
Colaptes auratus,AK,eBird,NA
Falco tinnunculus,AK,eBird,NA
Falco sparverius,AK,eBird,NA
Falco columbarius,AK,eBird,NA
Falco subbuteo,AK,eBird,NA
Falco rusticolus,AK,eBird,NA
Falco peregrinus,AK,eBird,NA
Nymphicus hollandicus,AK,eBird,NA
Melopsittacus undulatus,AK,eBird,NA
Contopus cooperi,AK,eBird,NA
Contopus sordidulus,AK,eBird,NA
Contopus virens,AK,eBird,NA
Empidonax flaviventris,AK,eBird,NA
Empidonax alnorum,AK,eBird,NA
Empidonax traillii,AK,eBird,NA
Empidonax minimus,AK,eBird,NA
Empidonax hammondii,AK,eBird,NA
Empidonax oberholseri,AK,eBird,NA
Empidonax difficilis,AK,eBird,NA
Sayornis nigricans,AK,eBird,NA
Sayornis phoebe,AK,eBird,NA
Sayornis saya,AK,eBird,NA
Myiarchus cinerascens,AK,eBird,NA
Myiarchus crinitus,AK,eBird,NA
Tyrannus melancholicus,AK,eBird,NA
Tyrannus verticalis,AK,eBird,NA
Tyrannus tyrannus,AK,eBird,NA
Tyrannus forficatus,AK,eBird,NA
Vireo cassinii,AK,eBird,NA
Vireo solitarius,AK,eBird,NA
Vireo philadelphicus,AK,eBird,NA
Vireo swainsoni,AK,eBird,NA
Vireo olivaceus,AK,eBird,NA
Lanius collurio,AK,eBird,NA
Lanius cristatus,AK,eBird,NA
Lanius borealis,AK,eBird,NA
Perisoreus canadensis,AK,eBird,NA
Cyanocitta stelleri,AK,eBird,NA
Pica hudsonia,AK,eBird,NA
Nucifraga columbiana,AK,eBird,NA
Corvus brachyrhynchos,AK,eBird,NA
Corvus corax,AK,eBird,NA
Poecile atricapillus,AK,eBird,NA
Poecile gambeli,AK,eBird,NA
Poecile rufescens,AK,eBird,NA
Poecile hudsonicus,AK,eBird,NA
Poecile cinctus,AK,eBird,NA
Parus major,AK,eBird,NA
Alauda arvensis,AK,eBird,NA
Eremophila alpestris,AK,eBird,NA
Arundinax aedon,AK,eBird,NA
Hippolais icterina,AK,eBird,NA
Acrocephalus schoenobaenus,AK,eBird,NA
Acrocephalus dumetorum,AK,eBird,NA
Helopsaltes certhiola,AK,eBird,NA
Helopsaltes ochotensis,AK,eBird,NA
Locustella lanceolata,AK,eBird,NA
Locustella fluviatilis,AK,eBird,NA
Riparia riparia,AK,eBird,NA
Tachycineta bicolor,AK,eBird,NA
Tachycineta thalassina,AK,eBird,NA
Progne subis,AK,eBird,NA
Stelgidopteryx serripennis,AK,eBird,NA
Hirundo rustica,AK,eBird,NA
Delichon lagopodum,AK,eBird,NA
Petrochelidon pyrrhonota,AK,eBird,NA
Phylloscopus sibilatrix,AK,eBird,NA
Phylloscopus inornatus,AK,eBird,NA
Phylloscopus proregulus,AK,eBird,NA
Phylloscopus fuscatus,AK,eBird,NA
Phylloscopus trochilus,AK,eBird,NA
Phylloscopus collybita,AK,eBird,NA
Phylloscopus borealis,AK,eBird,NA
Phylloscopus examinandus,AK,eBird,NA
Curruca curruca,AK,eBird,NA
Corthylio calendula,AK,eBird,NA
Regulus satrapa,AK,eBird,NA
Sitta canadensis,AK,eBird,NA
Certhia americana,AK,eBird,NA
Salpinctes obsoletus,AK,eBird,NA
Troglodytes pacificus,AK,eBird,NA
Cistothorus palustris,AK,eBird,NA
Cinclus mexicanus,AK,eBird,NA
Sturnus vulgaris,AK,eBird,NA
Dumetella carolinensis,AK,eBird,NA
Toxostoma rufum,AK,eBird,NA
Mimus polyglottos,AK,eBird,NA
Sialia currucoides,AK,eBird,NA
Myadestes townsendi,AK,eBird,NA
Ixoreus naevius,AK,eBird,NA
Catharus fuscescens,AK,eBird,NA
Catharus minimus,AK,eBird,NA
Catharus ustulatus,AK,eBird,NA
Catharus guttatus,AK,eBird,NA
Hylocichla mustelina,AK,eBird,NA
Turdus philomelos,AK,eBird,NA
Turdus iliacus,AK,eBird,NA
Turdus obscurus,AK,eBird,NA
Turdus pilaris,AK,eBird,NA
Turdus eunomus,AK,eBird,NA
Turdus naumanni,AK,eBird,NA
Turdus migratorius,AK,eBird,NA
Muscicapa griseisticta,AK,eBird,NA
Muscicapa sibirica,AK,eBird,NA
Muscicapa dauurica,AK,eBird,NA
Muscicapa striata,AK,eBird,NA
Larvivora sibilans,AK,eBird,NA
Larvivora cyane,AK,eBird,NA
Luscinia svecica,AK,eBird,NA
Calliope calliope,AK,eBird,NA
Tarsiger cyanurus,AK,eBird,NA
Ficedula narcissina,AK,eBird,NA
Ficedula mugimaki,AK,eBird,NA
Ficedula albicilla,AK,eBird,NA
Phoenicurus phoenicurus,AK,eBird,NA
Monticola saxatilis,AK,eBird,NA
Saxicola maurus,AK,eBird,NA
Saxicola stejnegeri,AK,eBird,NA
Oenanthe oenanthe,AK,eBird,NA
Oenanthe pleschanka,AK,eBird,NA
Bombycilla garrulus,AK,eBird,NA
Bombycilla cedrorum,AK,eBird,NA
Prunella montanella,AK,eBird,NA
Passer domesticus,AK,eBird,NA
Motacilla cinerea,AK,eBird,NA
Motacilla tschutschensis,AK,eBird,NA
Motacilla citreola,AK,eBird,NA
Motacilla alba,AK,eBird,NA
Anthus trivialis,AK,eBird,NA
Anthus hodgsoni,AK,eBird,NA
Anthus gustavi,AK,eBird,NA
Anthus cervinus,AK,eBird,NA
Anthus japonicus,AK,eBird,NA
Anthus rubescens,AK,eBird,NA
Fringilla montifringilla,AK,eBird,NA
Hesperiphona vespertina,AK,eBird,NA
Coccothraustes coccothraustes,AK,eBird,NA
Carpodacus erythrinus,AK,eBird,NA
Carpodacus roseus,AK,eBird,NA
Pinicola enucleator,AK,eBird,NA
Pyrrhula pyrrhula,AK,eBird,NA
Leucosticte arctoa,AK,eBird,NA
Leucosticte tephrocotis,AK,eBird,NA
Haemorhous mexicanus,AK,eBird,NA
Haemorhous purpureus,AK,eBird,NA
Haemorhous cassinii,AK,eBird,NA
Chloris sinica,AK,eBird,NA
Acanthis flammea,AK,eBird,NA
Loxia curvirostra,AK,eBird,NA
Loxia leucoptera,AK,eBird,NA
Spinus spinus,AK,eBird,NA
Spinus pinus,AK,eBird,NA
Spinus tristis,AK,eBird,NA
Calcarius lapponicus,AK,eBird,NA
Calcarius ornatus,AK,eBird,NA
Calcarius pictus,AK,eBird,NA
Plectrophenax nivalis,AK,eBird,NA
Plectrophenax hyperboreus,AK,eBird,NA
Emberiza leucocephalos,AK,eBird,NA
Emberiza elegans,AK,eBird,NA
Emberiza pallasi,AK,eBird,NA
Emberiza schoeniclus,AK,eBird,NA
Emberiza aureola,AK,eBird,NA
Emberiza pusilla,AK,eBird,NA
Emberiza rustica,AK,eBird,NA
Emberiza chrysophrys,AK,eBird,NA
Emberiza variabilis,AK,eBird,NA
Spizella passerina,AK,eBird,NA
Spizella pallida,AK,eBird,NA
Spizella breweri,AK,eBird,NA
Chondestes grammacus,AK,eBird,NA
Spizelloides arborea,AK,eBird,NA
Passerella iliaca,AK,eBird,NA
Junco hyemalis,AK,eBird,NA
Zonotrichia leucophrys,AK,eBird,NA
Zonotrichia atricapilla,AK,eBird,NA
Zonotrichia querula,AK,eBird,NA
Zonotrichia albicollis,AK,eBird,NA
Pooecetes gramineus,AK,eBird,NA
Ammospiza leconteii,AK,eBird,NA
Passerculus sandwichensis,AK,eBird,NA
Melospiza melodia,AK,eBird,NA
Melospiza lincolnii,AK,eBird,NA
Melospiza georgiana,AK,eBird,NA
Pipilo maculatus,AK,eBird,NA
Xanthocephalus xanthocephalus,AK,eBird,NA
Dolichonyx oryzivorus,AK,eBird,NA
Sturnella neglecta,AK,eBird,NA
Icterus spurius,AK,eBird,NA
Icterus cucullatus,AK,eBird,NA
Icterus bullockii,AK,eBird,NA
Agelaius phoeniceus,AK,eBird,NA
Molothrus ater,AK,eBird,NA
Euphagus carolinus,AK,eBird,NA
Euphagus cyanocephalus,AK,eBird,NA
Quiscalus quiscula,AK,eBird,NA
Seiurus aurocapilla,AK,eBird,NA
Parkesia noveboracensis,AK,eBird,NA
Mniotilta varia,AK,eBird,NA
Leiothlypis peregrina,AK,eBird,NA
Leiothlypis celata,AK,eBird,NA
Leiothlypis luciae,AK,eBird,NA
Leiothlypis ruficapilla,AK,eBird,NA
Geothlypis tolmiei,AK,eBird,NA
Geothlypis philadelphia,AK,eBird,NA
Geothlypis formosa,AK,eBird,NA
Geothlypis trichas,AK,eBird,NA
Setophaga ruticilla,AK,eBird,NA
Setophaga tigrina,AK,eBird,NA
Setophaga cerulea,AK,eBird,NA
Setophaga americana,AK,eBird,NA
Setophaga magnolia,AK,eBird,NA
Setophaga castanea,AK,eBird,NA
Setophaga fusca,AK,eBird,NA
Setophaga aestiva,AK,eBird,NA
Setophaga pensylvanica,AK,eBird,NA
Setophaga striata,AK,eBird,NA
Setophaga caerulescens,AK,eBird,NA
Setophaga palmarum,AK,eBird,NA
Setophaga coronata,AK,eBird,NA
Setophaga dominica,AK,eBird,NA
Setophaga discolor,AK,eBird,NA
Setophaga nigrescens,AK,eBird,NA
Setophaga townsendi,AK,eBird,NA
Setophaga occidentalis,AK,eBird,NA
Setophaga virens,AK,eBird,NA
Cardellina canadensis,AK,eBird,NA
Cardellina pusilla,AK,eBird,NA
Piranga olivacea,AK,eBird,NA
Piranga ludoviciana,AK,eBird,NA
Pheucticus ludovicianus,AK,eBird,NA
Pheucticus melanocephalus,AK,eBird,NA
Passerina caerulea,AK,eBird,NA
Passerina amoena,AK,eBird,NA
Passerina cyanea,AK,eBird,NA
Spiza americana,AK,eBird,NA
Dendrocygna viduata,AZ,eBird,NA
Dendrocygna autumnalis,AZ,eBird,NA
Dendrocygna bicolor,AZ,eBird,NA
Anser caerulescens,AZ,eBird,NA
Anser rossii,AZ,eBird,NA
Anser anser,AZ,eBird,NA
Anser cygnoides,AZ,eBird,NA
Anser albifrons,AZ,eBird,NA
Branta bernicla,AZ,eBird,NA
Branta hutchinsii,AZ,eBird,NA
Branta canadensis,AZ,eBird,NA
Cygnus olor,AZ,eBird,NA
Cygnus atratus,AZ,eBird,NA
Cygnus buccinator,AZ,eBird,NA
Cygnus columbianus,AZ,eBird,NA
Alopochen aegyptiaca,AZ,eBird,NA
Tadorna tadorna,AZ,eBird,NA
Cairina moschata,AZ,eBird,NA
Callonetta leucophrys,AZ,eBird,NA
Aix sponsa,AZ,eBird,NA
Aix galericulata,AZ,eBird,NA
Sibirionetta formosa,AZ,eBird,NA
Spatula querquedula,AZ,eBird,NA
Spatula discors,AZ,eBird,NA
Spatula cyanoptera,AZ,eBird,NA
Spatula clypeata,AZ,eBird,NA
Mareca strepera,AZ,eBird,NA
Mareca penelope,AZ,eBird,NA
Mareca americana,AZ,eBird,NA
Anas platyrhynchos,AZ,eBird,NA
Anas diazi,AZ,eBird,NA
Anas bahamensis,AZ,eBird,NA
Anas acuta,AZ,eBird,NA
Anas crecca,AZ,eBird,NA
Netta rufina,AZ,eBird,NA
Aythya valisineria,AZ,eBird,NA
Aythya americana,AZ,eBird,NA
Aythya collaris,AZ,eBird,NA
Aythya fuligula,AZ,eBird,NA
Aythya marila,AZ,eBird,NA
Aythya affinis,AZ,eBird,NA
Histrionicus histrionicus,AZ,eBird,NA
Melanitta perspicillata,AZ,eBird,NA
Melanitta deglandi,AZ,eBird,NA
Melanitta americana,AZ,eBird,NA
Clangula hyemalis,AZ,eBird,NA
Bucephala albeola,AZ,eBird,NA
Bucephala clangula,AZ,eBird,NA
Bucephala islandica,AZ,eBird,NA
Lophodytes cucullatus,AZ,eBird,NA
Mergus merganser,AZ,eBird,NA
Mergus serrator,AZ,eBird,NA
Oxyura jamaicensis,AZ,eBird,NA
Numida meleagris,AZ,eBird,NA
Colinus virginianus,AZ,eBird,NA
Callipepla squamata,AZ,eBird,NA
Callipepla douglasii,AZ,eBird,NA
Callipepla californica,AZ,eBird,NA
Callipepla gambelii,AZ,eBird,NA
Cyrtonyx montezumae,AZ,eBird,NA
Meleagris gallopavo,AZ,eBird,NA
Dendragapus obscurus,AZ,eBird,NA
Phasianus colchicus,AZ,eBird,NA
Pavo cristatus,AZ,eBird,NA
Gallus gallus,AZ,eBird,NA
Coturnix japonica,AZ,eBird,NA
Alectoris rufa,AZ,eBird,NA
Alectoris chukar,AZ,eBird,NA
Columba livia,AZ,eBird,NA
Patagioenas fasciata,AZ,eBird,NA
Streptopelia decaocto,AZ,eBird,NA
Streptopelia roseogrisea,AZ,eBird,NA
Columbina inca,AZ,eBird,NA
Columbina passerina,AZ,eBird,NA
Columbina talpacoti,AZ,eBird,NA
Leptotila verreauxi,AZ,eBird,NA
Zenaida asiatica,AZ,eBird,NA
Zenaida macroura,AZ,eBird,NA
Crinifer concolor,AZ,eBird,NA
Crotophaga sulcirostris,AZ,eBird,NA
Geococcyx californianus,AZ,eBird,NA
Coccyzus americanus,AZ,eBird,NA
Coccyzus erythropthalmus,AZ,eBird,NA
Chordeiles acutipennis,AZ,eBird,NA
Chordeiles minor,AZ,eBird,NA
Phalaenoptilus nuttallii,AZ,eBird,NA
Antrostomus ridgwayi,AZ,eBird,NA
Antrostomus vociferus,AZ,eBird,NA
Antrostomus arizonae,AZ,eBird,NA
Cypseloides niger,AZ,eBird,NA
Chaetura pelagica,AZ,eBird,NA
Chaetura vauxi,AZ,eBird,NA
Aeronautes saxatalis,AZ,eBird,NA
Eugenes fulgens,AZ,eBird,NA
Heliomaster constantii,AZ,eBird,NA
Lampornis clemenciae,AZ,eBird,NA
Calothorax lucifer,AZ,eBird,NA
Archilochus colubris,AZ,eBird,NA
Archilochus alexandri,AZ,eBird,NA
Calypte anna,AZ,eBird,NA
Calypte costae,AZ,eBird,NA
Selasphorus calliope,AZ,eBird,NA
Selasphorus rufus,AZ,eBird,NA
Selasphorus sasin,AZ,eBird,NA
Selasphorus platycercus,AZ,eBird,NA
Selasphorus heloisa,AZ,eBird,NA
Cynanthus latirostris,AZ,eBird,NA
Basilinna leucotis,AZ,eBird,NA
Ramosomyia violiceps,AZ,eBird,NA
Saucerottia beryllina,AZ,eBird,NA
Amazilia rutila,AZ,eBird,NA
Rallus obsoletus,AZ,eBird,NA
Rallus limicola,AZ,eBird,NA
Porzana carolina,AZ,eBird,NA
Gallinula galeata,AZ,eBird,NA
Fulica americana,AZ,eBird,NA
Porphyrio martinica,AZ,eBird,NA
Laterallus jamaicensis,AZ,eBird,NA
Antigone canadensis,AZ,eBird,NA
Grus americana,AZ,eBird,NA
Grus grus,AZ,eBird,NA
Hesperoburhinus bistriatus,AZ,eBird,NA
Himantopus mexicanus,AZ,eBird,NA
Recurvirostra americana,AZ,eBird,NA
Pluvialis squatarola,AZ,eBird,NA
Pluvialis dominica,AZ,eBird,NA
Pluvialis fulva,AZ,eBird,NA
Charadrius vociferus,AZ,eBird,NA
Charadrius semipalmatus,AZ,eBird,NA
Anarhynchus mongolus,AZ,eBird,NA
Anarhynchus montanus,AZ,eBird,NA
Anarhynchus nivosus,AZ,eBird,NA
Jacana spinosa,AZ,eBird,NA
Bartramia longicauda,AZ,eBird,NA
Numenius hudsonicus,AZ,eBird,NA
Numenius americanus,AZ,eBird,NA
Limosa haemastica,AZ,eBird,NA
Limosa fedoa,AZ,eBird,NA
Limnodromus griseus,AZ,eBird,NA
Limnodromus scolopaceus,AZ,eBird,NA
Scolopax minor,AZ,eBird,NA
Gallinago delicata,AZ,eBird,NA
Phalaropus tricolor,AZ,eBird,NA
Phalaropus fulicarius,AZ,eBird,NA
Phalaropus lobatus,AZ,eBird,NA
Actitis macularius,AZ,eBird,NA
Tringa solitaria,AZ,eBird,NA
Tringa incana,AZ,eBird,NA
Tringa flavipes,AZ,eBird,NA
Tringa semipalmata,AZ,eBird,NA
Tringa melanoleuca,AZ,eBird,NA
Arenaria interpres,AZ,eBird,NA
Arenaria melanocephala,AZ,eBird,NA
Calidris canutus,AZ,eBird,NA
Calidris pugnax,AZ,eBird,NA
Calidris acuminata,AZ,eBird,NA
Calidris ferruginea,AZ,eBird,NA
Calidris himantopus,AZ,eBird,NA
Calidris subruficollis,AZ,eBird,NA
Calidris alba,AZ,eBird,NA
Calidris alpina,AZ,eBird,NA
Calidris bairdii,AZ,eBird,NA
Calidris fuscicollis,AZ,eBird,NA
Calidris minutilla,AZ,eBird,NA
Calidris melanotos,AZ,eBird,NA
Calidris mauri,AZ,eBird,NA
Calidris pusilla,AZ,eBird,NA
Stercorarius longicaudus,AZ,eBird,NA
Stercorarius parasiticus,AZ,eBird,NA
Stercorarius pomarinus,AZ,eBird,NA
Hydrocoloeus minutus,AZ,eBird,NA
Rissa tridactyla,AZ,eBird,NA
Pagophila eburnea,AZ,eBird,NA
Xema sabini,AZ,eBird,NA
Chroicocephalus philadelphia,AZ,eBird,NA
Leucophaeus atricilla,AZ,eBird,NA
Leucophaeus pipixcan,AZ,eBird,NA
Larus heermanni,AZ,eBird,NA
Larus brachyrhynchus,AZ,eBird,NA
Larus delawarensis,AZ,eBird,NA
Larus livens,AZ,eBird,NA
Larus occidentalis,AZ,eBird,NA
Larus smithsonianus,AZ,eBird,NA
Larus hyperboreus,AZ,eBird,NA
Larus fuscus,AZ,eBird,NA
Larus californicus,AZ,eBird,NA
Larus glaucescens,AZ,eBird,NA
Larus glaucoides,AZ,eBird,NA
Rynchops niger,AZ,eBird,NA
Sternula antillarum,AZ,eBird,NA
Gelochelidon nilotica,AZ,eBird,NA
Hydroprogne caspia,AZ,eBird,NA
Chlidonias niger,AZ,eBird,NA
Sterna forsteri,AZ,eBird,NA
Sterna paradisaea,AZ,eBird,NA
Sterna hirundo,AZ,eBird,NA
Thalasseus elegans,AZ,eBird,NA
Thalasseus maximus,AZ,eBird,NA
Tachybaptus dominicus,AZ,eBird,NA
Podilymbus podiceps,AZ,eBird,NA
Podiceps auritus,AZ,eBird,NA
Podiceps grisegena,AZ,eBird,NA
Podiceps nigricollis,AZ,eBird,NA
Aechmophorus occidentalis,AZ,eBird,NA
Aechmophorus clarkii,AZ,eBird,NA
Phaethon lepturus,AZ,eBird,NA
Phaethon aethereus,AZ,eBird,NA
Gavia stellata,AZ,eBird,NA
Gavia pacifica,AZ,eBird,NA
Gavia immer,AZ,eBird,NA
Gavia adamsii,AZ,eBird,NA
Phoebastria immutabilis,AZ,eBird,NA
Hydrobates tethys,AZ,eBird,NA
Hydrobates melania,AZ,eBird,NA
Hydrobates microsoma,AZ,eBird,NA
Pterodroma externa,AZ,eBird,NA
Pterodroma sandwichensis,AZ,eBird,NA
Ardenna pacifica,AZ,eBird,NA
Ardenna grisea,AZ,eBird,NA
Puffinus opisthomelas,AZ,eBird,NA
Mycteria americana,AZ,eBird,NA
Fregata magnificens,AZ,eBird,NA
Sula brewsteri,AZ,eBird,NA
Sula nebouxii,AZ,eBird,NA
Anhinga anhinga,AZ,eBird,NA
Nannopterum auritum,AZ,eBird,NA
Nannopterum brasilianum,AZ,eBird,NA
Eudocimus albus,AZ,eBird,NA
Plegadis falcinellus,AZ,eBird,NA
Plegadis chihi,AZ,eBird,NA
Threskiornis aethiopicus,AZ,eBird,NA
Platalea ajaja,AZ,eBird,NA
Botaurus lentiginosus,AZ,eBird,NA
Botaurus exilis,AZ,eBird,NA
Nyctanassa violacea,AZ,eBird,NA
Nycticorax nycticorax,AZ,eBird,NA
Egretta caerulea,AZ,eBird,NA
Egretta tricolor,AZ,eBird,NA
Egretta rufescens,AZ,eBird,NA
Egretta thula,AZ,eBird,NA
Butorides virescens,AZ,eBird,NA
Ardea ibis,AZ,eBird,NA
Ardea alba,AZ,eBird,NA
Ardea herodias,AZ,eBird,NA
Pelecanus erythrorhynchos,AZ,eBird,NA
Pelecanus occidentalis,AZ,eBird,NA
Gymnogyps californianus,AZ,eBird,NA
Coragyps atratus,AZ,eBird,NA
Cathartes aura,AZ,eBird,NA
Pandion haliaetus,AZ,eBird,NA
Elanus leucurus,AZ,eBird,NA
Elanoides forficatus,AZ,eBird,NA
Aquila chrysaetos,AZ,eBird,NA
Accipiter striatus,AZ,eBird,NA
Astur cooperii,AZ,eBird,NA
Astur atricapillus,AZ,eBird,NA
Circus hudsonius,AZ,eBird,NA
Haliaeetus leucocephalus,AZ,eBird,NA
Ictinia mississippiensis,AZ,eBird,NA
Buteogallus anthracinus,AZ,eBird,NA
Parabuteo unicinctus,AZ,eBird,NA
Geranoaetus albicaudatus,AZ,eBird,NA
Buteo plagiatus,AZ,eBird,NA
Buteo platypterus,AZ,eBird,NA
Buteo lineatus,AZ,eBird,NA
Buteo albonotatus,AZ,eBird,NA
Buteo brachyurus,AZ,eBird,NA
Buteo swainsoni,AZ,eBird,NA
Buteo jamaicensis,AZ,eBird,NA
Buteo lagopus,AZ,eBird,NA
Buteo regalis,AZ,eBird,NA
Tyto furcata,AZ,eBird,NA
Psiloscops flammeolus,AZ,eBird,NA
Megascops trichopsis,AZ,eBird,NA
Megascops kennicottii,AZ,eBird,NA
Bubo virginianus,AZ,eBird,NA
Glaucidium gnoma,AZ,eBird,NA
Glaucidium brasilianum,AZ,eBird,NA
Micrathene whitneyi,AZ,eBird,NA
Athene cunicularia,AZ,eBird,NA
Strix occidentalis,AZ,eBird,NA
Asio otus,AZ,eBird,NA
Asio flammeus,AZ,eBird,NA
Aegolius acadicus,AZ,eBird,NA
Euptilotis neoxenus,AZ,eBird,NA
Trogon ambiguus,AZ,eBird,NA
Megaceryle torquata,AZ,eBird,NA
Megaceryle alcyon,AZ,eBird,NA
Chloroceryle americana,AZ,eBird,NA
Sphyrapicus thyroideus,AZ,eBird,NA
Sphyrapicus varius,AZ,eBird,NA
Sphyrapicus nuchalis,AZ,eBird,NA
Sphyrapicus ruber,AZ,eBird,NA
Melanerpes lewis,AZ,eBird,NA
Melanerpes erythrocephalus,AZ,eBird,NA
Melanerpes formicivorus,AZ,eBird,NA
Melanerpes uropygialis,AZ,eBird,NA
Picoides dorsalis,AZ,eBird,NA
Dryobates pubescens,AZ,eBird,NA
Dryobates scalaris,AZ,eBird,NA
Leuconotopicus villosus,AZ,eBird,NA
Leuconotopicus arizonae,AZ,eBird,NA
