"Symbol","Scientific Name","Duration","Growth Habit","Native Status","Invasive"
"OECAN","Oenothera cespitosa Nutt. var. navajoensis","","","",""
"OEPS2","Oenothera cespitosa Nutt. var. psammophila","","","",""
"OECAC2","Oenothera cespitosa Nutt. var. purpurea","","","",""
"OECA10","Oenothera cespitosa Nutt., orth. var.","","","",""
"CACH12","Oenothera chamaenerioides A. Gray","","","",""
"CACHC","Oenothera cheiranthifolia Hornem. ex Spreng.","","","",""
"CACHS","Oenothera cheiranthifolia Hornem. ex Spreng. ssp. suffruticosa","","","",""
"CACHC","Oenothera cheiranthifolia Hornem. ex Spreng. var. nitida","","","",""
"OEVIS","Oenothera cheradophila Bartlett","","","",""
"OECI","Oenothera cinerea","","","",""
"OECIP","Oenothera cinerea","","","",""
"OECIC","Oenothera cinerea","","","",""
"CACLC3","Oenothera claviformis Torr. & FrÃ©m.","","","",""
"CACLA2","Oenothera claviformis Torr. & FrÃ©m. ssp. aurantiaca","","","",""
"CACLC","Oenothera claviformis Torr. & FrÃ©m. ssp. cruciformis","","","",""
"CACLF","Oenothera claviformis Torr. & FrÃ©m. ssp. funerea P.H. Raven","","","",""
"CACLI","Oenothera claviformis Torr. & FrÃ©m. ssp. integrior P.H. Raven","","","",""
"CACLL","Oenothera claviformis Torr. & FrÃ©m. ssp. lancifolia","","","",""
"CACLP2","Oenothera claviformis Torr. & FrÃ©m. ssp. peeblesii","","","",""
"CACLP3","Oenothera claviformis Torr. & FrÃ©m. ssp. peirsonii","","","",""
"CACLR2","Oenothera claviformis Torr. & FrÃ©m. ssp. rubescens P.H. Raven","","","",""
"CACLY","Oenothera claviformis Torr. & FrÃ©m. ssp. yumae P.H. Raven","","","",""
"CACLA2","Oenothera claviformis Torr. & FrÃ©m. var. aurantiaca","","","",""
"CACLC","Oenothera claviformis Torr. & FrÃ©m. var. citrina P.H. Raven","","","",""
"CACLC","Oenothera claviformis Torr. & FrÃ©m. var. cruciformis","","","",""
"CACLP2","Oenothera claviformis Torr. & FrÃ©m. var. peeblesii Munz","","","",""
"CACLP3","Oenothera claviformis Torr. & FrÃ©m. var. peirsonii Munz","","","",""
"CACLI","Oenothera claviformis Torr. & FrÃ©m. var. purpurascens","","","",""
"OECL3","Oenothera clelandii W. Dietr., P.H. Raven & W.L. Wagner","","","",""
"OECO","Oenothera coloradensis","","","",""
"OECON2","Oenothera coloradensis","","","",""
"OECOC","Oenothera coloradensis","","","",""
"CACO32","Oenothera confertiflora P.H. Raven","","","",""
"CACO34","Oenothera contorta Douglas ex Lehm.","","","",""
"CAST20","Oenothera contorta Douglas ex Lehm. var. epilobioides","","","",""
"CAPU16","Oenothera contorta Douglas ex Lehm. var. flexuosa","","","",""
"CAHI12","Oenothera contorta Douglas ex Lehm. var. hilgardii","","","",""
"CAPU15","Oenothera contorta Douglas ex Lehm. var. pubens","","","",""
"CAST20","Oenothera contorta Douglas ex Lehm. var. strigulosa","","","",""
"OECO6","Oenothera cordata J.W. Loudon","","","",""
"OECO2","Oenothera coronopifolia Torr. & A. Gray","","","",""
"OECO3","Oenothera coryi W.L. Wagner","","","",""
"CACO34","Oenothera cruciata","","","",""
"OEPA5","Oenothera cruciata Nutt. ex G. Don","","","",""
"OEPA5","Oenothera cruciata Nutt. ex G. Don var. sabulonensis Fernald","","","",""
"OEOA","Oenothera cruciata Nutt. ex G. Don var. stenopetala","","","",""
"CACLC","Oenothera cruciformis Kellogg","","","",""
"OEAL","Oenothera ctenophylla","","","",""
"OECU2","Oenothera curtiflora W.L. Wagner & Hoch","","","",""
"OECU","Oenothera curtissii","","","",""
"OEPA5","Oenothera cymatilis Bartlett","","","",""
"CABOD2","Oenothera decorticans","","","",""
"CABOD","Oenothera decorticans","","","",""
"CABOC","Oenothera decorticans","","","",""
"CABOD","Oenothera decorticans","","","",""
"OESP2","Oenothera delessertiana Steud.","","","",""
"OEDE2","Oenothera deltoides Torr. & FrÃ©m.","","","",""
"OEDEA","Oenothera deltoides Torr. & FrÃ©m. ssp. ambigua","","","",""
"OEDEC2","Oenothera deltoides Torr. & FrÃ©m. ssp. cognata","","","",""
"OEDED4","Oenothera deltoides Torr. & FrÃ©m. ssp. deltoides","","","",""
"OECAE2","Oenothera deltoides Torr. & FrÃ©m. ssp. eurekensis Munz & Roos","","","",""
"OEDEH","Oenothera deltoides Torr. & FrÃ©m. ssp. howellii","","","",""
"OEDEP","Oenothera deltoides Torr. & FrÃ©m. ssp. piperi","","","",""
"OEAR4","Oenothera deltoides Torr. & FrÃ©m. var. arizonica Munz","","","",""
"OEDED4","Oenothera deltoides Torr. & FrÃ©m. var. cineracea","","","",""
"OEDEC2","Oenothera deltoides Torr. & FrÃ©m. var. cognata","","","",""
"OEDEA","Oenothera deltoides Torr. & FrÃ©m. var. decumbens","","","",""
"OEDEH","Oenothera deltoides Torr. & FrÃ©m. var. howellii Munz","","","",""
"OEDEP","Oenothera deltoides Torr. & FrÃ©m. var. piperi Munz","","","",""
"OEDED4","Oenothera deltoides Torr. & FrÃ©m. var. typica Munz","","","",""
"OEDE","Oenothera demareei","","","",""
"EPDE4","Oenothera densiflora Lindl.","","","",""
"CACAC8","Oenothera dentata Cav. var. campestris","","","",""
"CAKEG","Oenothera dentata Cav. var. gilmanii Munz","","","",""
"CACAC8","Oenothera dentata Cav. var. johnstonii Munz","","","",""
"CACAC8","Oenothera dentata Cav. var. parishii","","","",""
"CACO34","Oenothera dentata auct. non Cav.","","","",""
"OEVIV","Oenothera depressa Greene","","","",""
"OEVIS","Oenothera depressa Greene ssp. strigosa","","","",""
"OEDR","Oenothera drummondii Hook.","","","",""
"CAEA","Oenothera eastwoodiae","","","",""
"OEEL","Oenothera elata Kunth","","","",""
"OEELH","Oenothera elata Kunth ssp. hirsutissima","","","",""
"OEELH2","Oenothera elata Kunth ssp. hookeri","","","",""
"OEELH","Oenothera elata Kunth ssp. texensis W. Dietr. & W.L. Wagner","","","",""
"OEELH","Oenothera elata Kunth var. hirsutissima","","","",""
"OEEN","Oenothera engelmannii","","","",""
"OEGL","Oenothera erythrosepala BorbÃ¡s","","","",""
"CAEX10","Oenothera exilis P.H. Raven","","","",""
"OEFA","Oenothera falfurriae W. Dietr. & W.L. Wagner","","","",""
"CAHAF","Oenothera fendleri A. Gray","","","",""
"CAHAF2","Oenothera filifolia","","","",""
"OEFI2","Oenothera filiformis","","","",""
"OEFI3","Oenothera filipes","","","",""
"OEFLT","Oenothera flava","","","",""
"OEFL","Oenothera flava","","","",""
"OEFLF","Oenothera flava","","","",""
"OEAC","Oenothera flava","","","",""
"OEMAF","Oenothera fremontii S. Watson","","","",""
"OEFRT","Oenothera fruticosa","","","",""
"OEFR","Oenothera fruticosa L.","","","",""
"OEFRF","Oenothera fruticosa L. ssp. fruticosa","","","",""
"OEFRT","Oenothera fruticosa L. ssp. glauca","","","",""
"OEFRT","Oenothera fruticosa L. ssp. tetragona","","","",""
"OEFRF","Oenothera fruticosa L. var. eamesii","","","",""
"OEFRF","Oenothera fruticosa L. var. goodmanii Munz","","","",""
"OEFRF","Oenothera fruticosa L. var. humifusa Allen","","","",""
"OEFRF","Oenothera fruticosa L. var. linearis","","","",""
"OEFRF","Oenothera fruticosa L. var. microcarpa Fernald","","","",""
"OEFRF","Oenothera fruticosa L. var. subglobosa","","","",""
"OEFRF","Oenothera fruticosa L. var. unguiculata Fernald","","","",""
"OEFRF","Oenothera fruticosa L. var. vera Hook.","","","",""
"OEGA","Oenothera gaura W.L. Wagner & Hoch","","","",""
"EPPY4","Oenothera glabella Nutt.","","","",""
"OEFRT","Oenothera glauca Michx.","","","",""
"OEGL","Oenothera glazioviana Micheli","","","",""
"CAGO","Oenothera gouldii","","","",""
"CAGR14","Oenothera graciliflora Hook. & Arn.","","","",""
"OEGR4","Oenothera grandiflora L'HÃ©r. ex Aiton","","","",""
"OEGR2","Oenothera grandis","","","",""
"CAHAP","Oenothera greggii A. Gray","","","",""
"CAHAP","Oenothera greggii A. Gray var. lampasana","","","",""
"CAHAM","Oenothera greggii A. Gray var. pringlei Munz","","","",""
"CAHAP","Oenothera greggii A. Gray var. pubescens A. Gray","","","",""
"CAGUC","Oenothera guadalupensis S. Watson p.p.","","","",""
"CAGUC","Oenothera guadalupensis S. Watson ssp. clementina P.H. Raven","","","",""
"CAPAH2","Oenothera hallii","","","",""
"OETR2","Oenothera hamata","","","",""
"OEHA6","Oenothera harringtonii W.L. Wagner","","","",""
"CAHAH","Oenothera hartwegii Benth.","","","",""
"CAHAF","Oenothera hartwegii Benth. var. fendleri","","","",""
"CAHAF2","Oenothera hartwegii Benth. var. filifolia","","","",""
"CATO12","Oenothera hartwegii Benth. var. toumeyi","","","",""
"CAHAH","Oenothera hartwegii Benth. var. typica Munz","","","",""
"OEHA2","Oenothera havardii S. Watson","","","",""
"CASU18","Oenothera heterantha Nutt.","","","",""
"CAHE12","Oenothera heterochroma S. Watson","","","",""
"CAHE12","Oenothera heterochroma S. Watson ssp. monoensis","","","",""
"CAME16","Oenothera heterochroma S. Watson var. megalantha Munz","","","",""
"CAHE12","Oenothera heterochroma S. Watson var. monoensis Munz","","","",""
"OEHE3","Oenothera heterophylla Spach","","","",""
"OEHEH","Oenothera heterophylla Spach ssp. heterophylla","","","",""
"OEHEO","Oenothera heterophylla Spach ssp. orientalis W. Dietr., P.H. Raven & W.L. Wagner","","","",""
"OERH","Oenothera heterophylla Spach var. rhombipetala","","","",""
"OEHE5","Oenothera hexandra","","","",""
"OEHEG2","Oenothera hexandra","","","",""
"OEHEH2","Oenothera hexandra","","","",""
"CAHI12","Oenothera hilgardii Greene","","","",""
"CAHI13","Oenothera hirtella Greene","","","",""
"OEELH2","Oenothera hookeri Torr. & A. Gray","","","",""
"OEELH","Oenothera hookeri Torr. & A. Gray ssp. angustifolia","","","",""
"OEELH","Oenothera hookeri Torr. & A. Gray ssp. grisea","","","",""
"OEELH","Oenothera hookeri Torr. & A. Gray ssp. hewettii Cockerell","","","",""
"OEELH","Oenothera hookeri Torr. & A. Gray ssp. hirsutissima","","","",""
"OEELH2","Oenothera hookeri Torr. & A. Gray ssp. montereyensis Munz","","","",""
"OEELH","Oenothera hookeri Torr. & A. Gray ssp. ornata","","","",""
"OEELH","Oenothera hookeri Torr. & A. Gray ssp. venusta","","","",""
"OEWO","Oenothera hookeri Torr. & A. Gray ssp. wolfii Munz","","","",""
"OEELH","Oenothera hookeri Torr. & A. Gray var. angustifolia R.R. Gates","","","",""
"OEELH","Oenothera hookeri Torr. & A. Gray var. hewettii","","","",""
"OEELH","Oenothera hookeri Torr. & A. Gray var. hirsutissima","","","",""
"OEELH","Oenothera hookeri Torr. & A. Gray var. ornata","","","",""
"OEHO2","Oenothera howardii","","","",""
"OEHU","Oenothera humifusa Nutt.","","","",""
"CAIG2","Oenothera ignota","","","",""
"OEJA","Oenothera jamesii Torr. & A. Gray","","","",""
"CAKEK","Oenothera kernensis Munz","","","",""
"CAKEG","Oenothera kernensis Munz ssp. gilmanii","","","",""
"CAKEG","Oenothera kernensis Munz ssp. mojavensis Munz","","","",""
"OEDED4","Oenothera kleinii W.L. Wagner & S. Mill.","","","",""
"OEKU","Oenothera kunthiana","","","",""
"OELA","Oenothera laciniata Hill","","","",""
"OEPU","Oenothera laciniata Hill ssp. pubescens","","","",""
"OEGR2","Oenothera laciniata Hill var. grandiflora","","","",""
"OEPU","Oenothera laciniata Hill var. pubescens","","","",""
"OEGL","Oenothera lamarckiana auct.","","","",""
"OELA2","Oenothera latifolia","","","",""
"CALA38","Oenothera lavandulifolia Torr. & A. Gray","","","",""
"CALA38","Oenothera lavandulifolia Torr. & A. Gray var. glandulosa Munz","","","",""
"CALA38","Oenothera lavandulifolia Torr. & A. Gray var. typica Munz","","","",""
"CACA32","Oenothera leptocarpa Greene","","","",""
"OELI2","Oenothera lindheimeri","","","",""
"OELI","Oenothera linifolia Nutt.","","","",""
"OELI","Oenothera linifolia Nutt. var. glandulosa Munz","","","",""
"OEFRF","Oenothera longipedicellata","","","",""
"OELO","Oenothera longissima Rydb.","","","",""
"OELO","Oenothera longissima Rydb. ssp. clutei","","","",""
"OELO","Oenothera longissima Rydb. ssp. typica Munz","","","",""
"OELO","Oenothera longissima Rydb. var. clutei","","","",""
"OEMA","Oenothera macrocarpa Nutt.","","","",""
"OEMAF","Oenothera macrocarpa Nutt. ssp. fremontii","","","",""
"OEMAI2","Oenothera macrocarpa Nutt. ssp. incana","","","",""
"OEMAM","Oenothera macrocarpa Nutt. ssp. macrocarpa","","","",""
"OEMAO2","Oenothera macrocarpa Nutt. ssp. oklahomensis","","","",""
"OEMAI2","Oenothera macrocarpa Nutt. var. incana","","","",""
"OEMAO2","Oenothera macrocarpa Nutt. var. oklahomensis","","","",""
"OEOR","Oenothera macrosiphon Wooton & Standl.","","","",""
"OEMC","Oenothera mckelveyae","","","",""
"CAME16","Oenothera megalantha","","","",""
"OEME","Oenothera mexicana Spach","","","",""
"CAMI22","Oenothera micrantha Hornem. ex Spreng.","","","",""
"CAPAP5","Oenothera micrantha Hornem. ex Spreng. var. exfoliata","","","",""
"CAIG2","Oenothera micrantha Hornem. ex Spreng. var. ignota Jeps.","","","",""
"CAHI13","Oenothera micrantha Hornem. ex Spreng. var. jonesii","","","",""
"CAMI23","Oenothera minor","","","",""
"CAMI23","Oenothera minor","","","",""
"OEMAM","Oenothera missouriensis Sims","","","",""
"OEMAI2","Oenothera missouriensis Sims var. incana A. Gray","","","",""
"OEMAO2","Oenothera missouriensis Sims var. oklahomensis","","","",""
"OEMO","Oenothera mollissima L.","","","",""
"CAMU13","Oenothera multijuga S. Watson","","","",""
"CAWAW2","Oenothera multijuga S. Watson var. orientalis Munz","","","",""
"CAMU13","Oenothera multijuga S. Watson var. parviflora","","","",""
"CAMU13","Oenothera multijuga S. Watson var. typica Munz","","","",""
"CAMU14","Oenothera munzii P.H. Raven","","","",""
"OEMU5","Oenothera murdockii S.L. Welsh & N.D. Atwood","","","",""
"OEBI","Oenothera muricata L.","","","",""
"OESUN","Oenothera nealleyi","","","",""
"OENE","Oenothera neomexicana","","","",""
"CANE11","Oenothera nevadensis Kellogg","","","",""
"OENU2","Oenothera nutans Atk. & Bartlett","","","",""
"OENU","Oenothera nuttallii Sweet","","","",""
"OEOA","Oenothera oakesiana","","","",""
"OEOR","Oenothera organensis Munz","","","",""
"OEELH","Oenothera ornata","","","",""
"CAOV4","Oenothera ovata Nutt. ex Torr. & A. Gray","","","",""
"OEPA","Oenothera pallida Lindl.","","","",""
"OEPAG","Oenothera pallida Lindl. ssp. gypsophila","","","",""
"OELA2","Oenothera pallida Lindl. ssp. latifolia","","","",""
"OEPAP","Oenothera pallida Lindl. ssp. pallida","","","",""
"OEPAR","Oenothera pallida Lindl. ssp. runcinata","","","",""
"OEPAT","Oenothera pallida Lindl. ssp. trichocalyx","","","",""
"OEPAP","Oenothera pallida Lindl. var. idahoensis Munz","","","",""
"OEPAR","Oenothera pallida Lindl. var. runcinata","","","",""
"OEPAT","Oenothera pallida Lindl. var. trichocalyx","","","",""
"OEPAP","Oenothera pallida Lindl. var. typica Munz","","","",""
"CABRP","Oenothera pallidula","","","",""
"CAPA37","Oenothera palmeri S. Watson","","","",""
"CAPA38","Oenothera parryi S. Watson","","","",""
"OEPA5","Oenothera parviflora L.","","","",""
"OEOA","Oenothera parviflora L. ssp. angustissima","","","",""
"OEOA","Oenothera parviflora L. var. angustissima","","","",""
"OEOA","Oenothera parviflora L. var. oakesiana","","","",""
"CAPA39","Oenothera parvula Nutt. ex Torr. & A. Gray","","","",""
"OEPA2","Oenothera patriciae W.L. Wagner & Hoch","","","",""
"OEPE","Oenothera perennis L.","","","",""
"OEPE","Oenothera perennis L. var. rectipilis","","","",""
"OEPE","Oenothera perennis L. var. typica Munz","","","",""
"OEPI2","Oenothera pilosella Raf.","","","",""
"OEPIP","Oenothera pilosella Raf. ssp. pilosella","","","",""
"OEPIS","Oenothera pilosella Raf. ssp. sessilis","","","",""
"OEPL","Oenothera platanorum P.H. Raven & Parnell","","","",""
"OEPR","Oenothera primiveris A. Gray","","","",""
"OEPRB","Oenothera primiveris A. Gray ssp. bufonis","","","",""
"OEPRP","Oenothera primiveris A. Gray ssp. caulescens","","","",""
"OEPRP","Oenothera primiveris A. Gray ssp. primiveris","","","",""
"OEPRB","Oenothera primiveris A. Gray var. bufonis","","","",""
"OEPRP","Oenothera primiveris A. Gray var. caulescens Munz","","","",""
"CAHAM","Oenothera pringlei","","","",""
"OEVIS","Oenothera procera Wooton & Standl.","","","",""
"OEPS2","Oenothera psammophila","","","",""
"CAPT","Oenothera pterosperma S. Watson","","","",""
"CAPU15","Oenothera pubens","","","",""
"OEPU","Oenothera pubescens Willd. ex Spreng.","","","",""
"OEBI","Oenothera pycnocarpa Atk. & Bartlett","","","",""
"CAPY5","Oenothera pygmaea Douglas ex Lehm.","","","",""
"CARE2","Oenothera refracta S. Watson","","","",""
"OERH","Oenothera rhombipetala Nutt. ex Torr. & A. Gray","","","",""
"OECL3","Oenothera rhombipetala auct. non Nutt. ex Torr. & A. Gray","","","",""
"OEFRT","Oenothera riparia Nutt.","","","",""
"OERO","Oenothera rosea L'HÃ©r. ex Aiton","","","",""
"OEPA5","Oenothera rubricapitata R.R. Gates","","","",""
"OEPAR","Oenothera runcinata","","","",""
"OEPAR","Oenothera runcinata","","","",""
"OEPAG","Oenothera runcinata","","","",""
"OEPAR","Oenothera runcinata","","","",""
"OEPAR","Oenothera runcinata","","","",""
"OEVIS","Oenothera rydbergii House","","","",""
"CASCS3","Oenothera scapoidea Nutt. ex Torr. & A. Gray","","","",""
"CASCB2","Oenothera scapoidea Nutt. ex Torr. & A. Gray ssp. brachycarpa P.H. Raven","","","",""
"CASCM","Oenothera scapoidea Nutt. ex Torr. & A. Gray ssp. macrocarpa P.H. Raven","","","",""
"CASCU","Oenothera scapoidea Nutt. ex Torr. & A. Gray ssp. utahensis P.H. Raven","","","",""
"CAEA","Oenothera scapoidea Nutt. ex Torr. & A. Gray var. eastwoodiae Munz","","","",""
"CACLI","Oenothera scapoidea Nutt. ex Torr. & A. Gray var. purpurascens S. Watson","","","",""
"CASCS3","Oenothera scapoidea Nutt. ex Torr. & A. Gray var. seorsa","","","",""
"CAWAT","Oenothera scapoidea Nutt. ex Torr. & A. Gray var. tortilis Jeps.","","","",""
"CASE12","Oenothera serrulata Nutt.","","","",""
"CABEB2","Oenothera serrulata Nutt. ssp. drummondii","","","",""
"CABEP2","Oenothera serrulata Nutt. ssp. pinifolia","","","",""
"CASE12","Oenothera serrulata Nutt. var. typica Munz","","","",""
"OEPIS","Oenothera sessilis","","","",""
"OEELH","Oenothera simsiana auct. non Ser.","","","",""
"OESI","Oenothera simulans","","","",""
"OESI3","Oenothera sinuosa W.L. Wagner & Hoch","","","",""
"OESP","Oenothera spachiana Torr. & A. Gray","","","",""
"OESP2","Oenothera speciosa Nutt.","","","",""
"OESP2","Oenothera speciosa Nutt. var. childsii","","","",""
"CASPS3","Oenothera specuicola P.H. Raven","","","",""
"CASPH","Oenothera specuicola P.H. Raven ssp. hesperia P.H. Raven","","","",""
"OEST","Oenothera stricta Ledeb. ex Link","","","",""
"OEST","Oenothera stricta Ledeb. ex Link ssp. stricta","","","",""
"OEVIS","Oenothera strigosa","","","",""
"OEVIS","Oenothera strigosa","","","",""
"OEVIV","Oenothera strigosa","","","",""
"CAPU15","Oenothera strigulosa","","","",""
"CAST20","Oenothera strigulosa","","","",""
"CASU18","Oenothera subacaulis","","","",""
"OESU3","Oenothera suffrutescens","","","",""
"OESU4","Oenothera suffulta","","","",""
"OESUN","Oenothera suffulta","","","",""
"OESUS","Oenothera suffulta","","","",""
"CATAT","Oenothera tanacetifolia Torr. & A. Gray","","","",""
"OEFLT","Oenothera taraxacoides","","","",""
"OEFRT","Oenothera tetragona Roth","","","",""
"OEFRT","Oenothera tetragona Roth ssp. glauca","","","",""
"OEFRF","Oenothera tetragona Roth var. brevistipata","","","",""
"OEFRT","Oenothera tetragona Roth var. fraseri","","","",""
"OEFRT","Oenothera tetragona Roth var. hybrida","","","",""
"OEFRT","Oenothera tetragona Roth var. latifolia","","","",""
"OEFRF","Oenothera tetragona Roth var. longistipata","","","",""
"OEFRF","Oenothera tetragona Roth var. riparia","","","",""
"OEFRF","Oenothera tetragona Roth var. sharpii Munz","","","",""
